date,revenue,cogs,gross_profit,gross_margin_pct,year,month,quarter,day_of_week,dow_name,is_weekend,year_month,revenue_ma7,revenue_ma30,cogs_ma7,cogs_ma30,yoy_growth_pct
2015-02-16,4817928.66,3988291.36,829637.3,17.22,2015,2,1,0,Monday,0,2015-02,3949382.25,3621687.84,3226003.61,2920185.27,20.74
2015-02-17,4293160.67,3537248.79,755911.88,17.61,2015,2,1,1,Tuesday,0,2015-02,4160709.79,3664083.11,3410249.61,2956970.71,14.25
2015-02-18,3209407.04,2685036.44,524370.6,16.34,2015,2,1,2,Wednesday,0,2015-02,4146162.04,3676006.49,3419095.87,2971189.53,-34.54
2015-02-19,3793775.02,3109300.19,684474.83,18.04,2015,2,1,3,Thursday,0,2015-02,4192681.14,3720618.62,3463685.77,3009581.62,-15.12
2015-02-20,4760336.65,3942085.3,818251.35,17.19,2015,2,1,4,Friday,0,2015-02,4277750.66,3792501.28,3532726.25,3073672.01,56.07
2015-02-21,4368539.08,3544819.23,823719.85,18.86,2015,2,1,5,Saturday,1,2015-02,4285767.37,3848668.47,3533130.04,3118813.59,28.7
2015-02-22,5784606.22,4804964.15,979642.07,16.94,2015,2,1,6,Sunday,1,2015-02,4432536.19,3951379.92,3658820.78,3207327.8,35.72
2015-02-23,7360399.98,5966271.62,1394128.36,18.94,2015,2,1,0,Monday,0,2015-02,4795746.38,4063239.6,3941389.39,3300137.91,84.13
2015-02-24,5473140.47,4450268.77,1022871.7,18.69,2015,2,1,1,Tuesday,0,2015-02,4964314.92,4090156.09,4071820.81,3323568.67,15.39
2015-02-25,8502202.85,7083827.01,1418375.84,16.68,2015,2,1,2,Wednesday,0,2015-02,5720428.61,4237417.28,4700219.47,3452728.9,23.77
2015-02-26,6528340.52,5386905.64,1141434.88,17.48,2015,2,1,3,Thursday,0,2015-02,6111080.82,4351157.24,5025591.67,3550437.99,-15.94
2015-02-27,4695415.58,3896449.69,798965.89,17.02,2015,2,1,4,Friday,0,2015-02,6101806.39,4353931.94,5019072.3,3560190.71,-20.85
2015-02-28,3896812.17,3287398.94,609413.23,15.64,2015,2,1,5,Saturday,1,2015-02,6034416.83,4307155.35,4982297.97,3526578.93,-29.29
2015-03-01,4612623.19,3760240.57,852382.62,18.48,2015,3,1,6,Sunday,1,2015-03,5866990.68,4316366.05,4833051.75,3536667.83,4.83
2015-03-02,1204115.66,996728.16,207387.5,17.22,2015,3,1,0,Monday,0,2015-03,4987521.49,4216639.87,4123116.97,3460912.64,-75.64
2015-03-03,2971078.12,2450231.82,520846.3,17.53,2015,3,1,1,Tuesday,0,2015-03,4630084.01,4149769.09,3837397.4,3407121.02,-18.31
2015-03-04,3275231.73,2540097.74,735133.99,22.45,2015,3,1,2,Wednesday,0,2015-03,3883373.85,4162228.34,3188293.22,3414278.9,-30.93
2015-03-05,3623778.02,2818823.69,804954.33,22.21,2015,3,1,3,Thursday,0,2015-03,3468436.35,4223705.69,2821424.37,3460650.51,-31.76
2015-03-06,4126698.63,3333077.32,793621.31,19.23,2015,3,1,4,Friday,0,2015-03,3387191.07,4278038.01,2740942.61,3500783.64,-25.06
2015-03-07,3652751.16,2946148.77,706602.39,19.34,2015,3,1,5,Saturday,1,2015-03,3352325.22,4316451.34,2692192.58,3530169.7,15.31
2015-03-08,3679065.16,2903799.07,775266.09,21.07,2015,3,1,6,Sunday,1,2015-03,3218959.78,4323843.68,2569843.8,3536977.06,2.83
2015-03-09,4520902.2,3610296.4,910605.8,20.14,2015,3,1,0,Monday,0,2015-03,3692786.43,4355510.86,2943210.69,3558899.05,18.09
2015-03-10,5042080.93,3980962.03,1061118.9,21.05,2015,3,1,1,Tuesday,0,2015-03,3988643.98,4383677.48,3161886.43,3576427.35,6.71
2015-03-11,6098020.8,4928286.75,1169734.05,19.18,2015,3,1,2,Wednesday,0,2015-03,4391899.56,4437271.92,3503056.29,3618176.44,5.59
2015-03-12,4869770.72,3760439.95,1109330.77,22.78,2015,3,1,3,Thursday,0,2015-03,4569898.51,4505802.01,3637572.9,3668606.88,-29.73
2015-03-13,3474969.89,2712283.16,762686.73,21.95,2015,3,1,4,Friday,0,2015-03,4476794.41,4511259.63,3548888.02,3671579.24,-34.5
2015-03-14,4711284.42,3671123.8,1040160.62,22.08,2015,3,1,5,Saturday,1,2015-03,4628013.45,4552697.74,3652455.88,3700711.0,3.66
2015-03-15,5040735.75,4008157.53,1032578.22,20.48,2015,3,1,6,Sunday,1,2015-03,4822537.82,4581893.93,3810221.37,3719022.85,7.45
2015-03-16,5602879.7,4422966.9,1179912.8,21.06,2015,3,1,0,Monday,0,2015-03,4977106.03,4624909.18,3926317.16,3748388.66,0.89
2015-03-17,5692241.74,4623906.32,1068335.42,18.77,2015,3,1,1,Tuesday,0,2015-03,5069986.15,4656076.42,4018166.34,3771681.24,-14.06
2015-03-18,6793794.72,5583548.33,1210246.39,17.81,2015,3,1,2,Wednesday,0,2015-03,5169382.42,4721938.63,4111775.14,3824856.47,19.03
2015-03-19,6012381.06,5053767.27,958613.79,15.94,2015,3,1,3,Thursday,0,2015-03,5332612.47,4779245.97,4296536.19,3875407.09,-17.45
2015-03-20,4887915.96,4122124.89,765791.07,15.67,2015,3,1,4,Friday,0,2015-03,5534461.91,4835196.27,4497942.15,3923310.03,-24.33
2015-03-21,4566270.71,4002288.11,563982.6,12.35,2015,3,1,5,Saturday,1,2015-03,5513745.66,4860946.13,4545251.34,3953076.3,1.32
2015-03-22,5271032.0,4721422.49,549609.51,10.43,2015,3,1,6,Sunday,1,2015-03,5546645.13,4877969.3,4647146.33,3979054.2,12.57
2015-03-23,5172623.98,4663072.48,509551.5,9.85,2015,3,1,0,Monday,0,2015-03,5485180.02,4904772.13,4681447.13,4016329.31,-1.28
2015-03-24,6187718.83,5662250.07,525468.76,8.49,2015,3,1,1,Tuesday,0,2015-03,5555962.47,4918209.22,4829781.95,4044905.51,12.17
2015-03-25,6763449.95,6062883.43,700566.52,10.36,2015,3,1,2,Wednesday,0,2015-03,5551627.5,4898310.89,4898258.39,4048125.9,-1.39
2015-03-26,6983791.47,6190732.25,793059.22,11.36,2015,3,1,3,Thursday,0,2015-03,5690400.41,4948665.92,5060681.96,4106141.35,-12.33
2015-03-27,5007891.27,4516109.24,491782.03,9.82,2015,3,1,4,Friday,0,2015-03,5707539.74,4832188.87,5116965.44,4020550.76,-39.88
2015-03-28,5941997.22,5296480.62,645516.6,10.86,2015,3,1,5,Saturday,1,2015-03,5904072.1,4812644.09,5301850.08,4017536.59,3.39
2015-03-29,6087900.7,5431213.47,656687.23,10.79,2015,3,1,6,Sunday,1,2015-03,6020767.63,4859060.26,5403248.79,4068695.39,-11.22
2015-03-30,14251354.04,12890205.46,1361148.58,9.55,2015,3,1,0,Monday,0,2015-03,7317729.07,5204211.66,6578553.51,4388788.94,11.48
2015-03-31,14813965.34,13306811.36,1507153.98,10.17,2015,3,1,1,Tuesday,0,2015-03,8550050.0,5544256.4,7670633.69,4707007.96,20.32
2015-04-01,13697879.88,12323133.99,1374745.89,10.04,2015,4,2,2,Wednesday,0,2015-04,9540682.85,5960715.2,8564955.2,5084554.82,12.61
2015-04-02,11638587.41,10494545.99,1144041.42,9.83,2015,4,2,3,Thursday,0,2015-04,10205653.69,6249632.18,9179785.73,5352698.63,-10.79
2015-04-03,10239965.04,9205352.56,1034612.48,10.1,2015,4,2,4,Friday,0,2015-04,10953092.8,6481789.96,9849677.64,5574873.79,6.2
2015-04-04,4214414.51,3835706.41,378708.1,8.99,2015,4,2,5,Saturday,1,2015-04,10706295.27,6501477.84,9640995.61,5608769.88,39.22
2015-04-05,4549233.48,4060392.25,488841.23,10.75,2015,4,2,6,Sunday,1,2015-04,10486485.67,6515562.33,9445164.0,5633013.71,-0.64
2015-04-06,5947351.85,5501604.96,445746.89,7.49,2015,4,2,0,Monday,0,2015-04,9300199.64,6592049.02,8389649.65,5718195.58,25.22
2015-04-07,6969771.13,6115686.29,854084.84,12.25,2015,4,2,1,Tuesday,0,2015-04,8179600.47,6701739.22,7362346.06,5825258.49,51.03
2015-04-08,6923568.08,6092200.11,831367.97,12.01,2015,4,2,2,Wednesday,0,2015-04,7211841.64,6781828.09,6472212.65,5907988.62,8.3
2015-04-09,5334934.77,4630574.68,704360.09,13.2,2015,4,2,3,Thursday,0,2015-04,6311319.84,6791589.88,5634502.47,5929642.37,-13.1
2015-04-10,5286341.9,4755107.84,531234.06,10.05,2015,4,2,4,Friday,0,2015-04,5603659.39,6764533.92,4998753.22,5923869.74,1.59
2015-04-11,7223512.23,6692976.84,530535.39,7.34,2015,4,2,5,Saturday,1,2015-04,6033530.49,6842991.97,5406934.71,6021620.97,41.47
2015-04-12,6941143.47,6173613.48,767529.99,11.06,2015,4,2,6,Sunday,1,2015-04,6375231.92,6958531.09,5708823.46,6136998.65,22.04
2015-04-13,8008850.6,7198672.06,810178.54,10.12,2015,4,2,0,Monday,0,2015-04,6669731.74,7068449.96,5951261.61,6254583.59,61.95
2015-04-14,9764966.49,8525033.47,1239933.02,12.7,2015,4,2,1,Tuesday,0,2015-04,7069045.36,7225924.32,6295454.07,6405146.12,41.08
2015-04-15,8464241.45,7283839.1,1180402.35,13.95,2015,4,2,2,Wednesday,0,2015-04,7289141.56,7321303.04,6465688.21,6500508.53,7.53
2015-04-16,6025485.77,5033699.98,991785.79,16.46,2015,4,2,3,Thursday,0,2015-04,7387791.7,7332411.18,6523277.54,6514168.32,-23.85
2015-04-17,6481493.13,5294636.04,1186857.09,18.31,2015,4,2,4,Friday,0,2015-04,7558527.59,7322001.12,6600353.0,6504537.91,16.62
2015-04-18,7432727.07,5745887.3,1686839.77,22.69,2015,4,2,5,Saturday,1,2015-04,7588415.43,7369345.99,6465054.49,6527608.57,30.39
2015-04-19,6854069.17,5371424.19,1482644.98,21.63,2015,4,2,6,Sunday,1,2015-04,7575976.24,7434884.43,6350456.02,6569251.88,3.46
2015-04-20,8942873.22,6952833.82,1990039.4,22.25,2015,4,2,0,Monday,0,2015-04,7709408.04,7580771.18,6315336.27,6667603.41,39.33
2015-04-21,11246554.8,8986101.87,2260452.93,20.1,2015,4,2,1,Tuesday,0,2015-04,7921063.52,7779955.28,6381203.19,6809759.39,33.66
2015-04-22,9099886.14,7216624.95,1883261.19,20.7,2015,4,2,2,Wednesday,0,2015-04,8011869.9,7910864.01,6371601.16,6894877.8,-10.18
2015-04-23,7548994.85,5939101.06,1609893.79,21.33,2015,4,2,3,Thursday,0,2015-04,8229514.05,7956239.88,6500944.18,6904106.17,-7.84
2015-04-24,6578500.68,5143109.11,1435391.57,21.82,2015,4,2,4,Friday,0,2015-04,8243372.28,7950074.91,6479297.47,6873447.02,-2.7
2015-04-25,9981817.81,7741342.2,2240475.61,22.45,2015,4,2,5,Saturday,1,2015-04,8607528.1,8050009.12,6764362.46,6925134.02,36.79
2015-04-26,8486257.42,6790371.72,1695885.7,19.98,2015,4,2,6,Sunday,1,2015-04,8840697.85,8165954.65,6967069.25,7000942.77,13.55
2015-04-27,11233528.64,8990933.6,2242595.04,19.96,2015,4,2,0,Monday,0,2015-04,9167934.33,8342339.04,7258226.36,7124091.21,24.54
2015-04-28,14371525.01,11368208.46,3003316.55,20.9,2015,4,2,1,Tuesday,0,2015-04,9614358.65,8618459.85,7598527.3,7321991.04,21.64
2015-04-29,15294818.22,12456433.34,2838384.88,18.56,2015,4,2,2,Wednesday,0,2015-04,10499348.95,8653241.99,8347071.36,7307531.97,-11.83
2015-04-30,14911130.64,11744026.43,3167104.21,21.24,2015,4,2,3,Thursday,0,2015-04,11551082.63,8656480.83,9176346.41,7255439.14,7.97
2015-05-01,11462217.29,9026019.09,2436198.2,21.25,2015,5,2,4,Friday,0,2015-05,12248756.43,8581958.74,9731047.83,7145535.31,-13.75
2015-05-02,8951414.69,7003240.14,1948174.55,21.76,2015,5,2,5,Saturday,1,2015-05,12101555.99,8492386.32,9625604.68,7029158.45,-0.95
2015-05-03,7902349.85,6325430.88,1576918.97,19.96,2015,5,2,6,Sunday,1,2015-05,12018140.62,8414465.81,9559184.56,6933161.06,-3.8
2015-05-04,4063632.19,3220456.05,843176.14,20.75,2015,5,2,0,Monday,0,2015-05,10993869.7,8409439.73,8734830.63,6912652.71,40.75
2015-05-05,4993358.48,3895803.59,1097554.89,21.98,2015,5,2,1,Tuesday,0,2015-05,9654131.62,8424243.9,7667344.22,6907166.42,17.46
2015-05-06,5912157.02,4721080.32,1191076.7,20.15,2015,5,2,2,Wednesday,0,2015-05,8313751.45,8423070.74,6562293.79,6881148.93,15.23
2015-05-07,6417545.13,5062352.65,1355192.48,21.12,2015,5,2,3,Thursday,0,2015-05,7100382.09,8404663.21,5607768.96,6846037.81,3.93
2015-05-08,4654167.53,3561342.38,1092825.15,23.48,2015,5,2,4,Friday,0,2015-05,6127803.56,8329016.52,4827100.86,6761675.89,-32.02
2015-05-09,4178643.57,3269969.19,908674.38,21.75,2015,5,2,5,Saturday,1,2015-05,5445979.11,8290473.48,4293776.44,6716322.37,7.23
2015-05-10,5135747.06,3949880.44,1185866.62,23.09,2015,5,2,6,Sunday,1,2015-05,5050750.14,8285453.65,3954412.09,6689481.46,-6.22
2015-05-11,6740124.2,5364204.35,1375919.85,20.41,2015,5,2,0,Monday,0,2015-05,5433106.14,8269340.72,4260661.85,6645189.04,13.07
2015-05-12,6877097.83,5464941.46,1412156.37,20.53,2015,5,2,1,Tuesday,0,2015-05,5702211.76,8267205.86,4484824.4,6621566.64,11.43
2015-05-13,8472230.27,6752088.25,1720142.02,20.3,2015,5,2,2,Wednesday,0,2015-05,6067936.51,8282651.85,4774968.39,6606680.51,33.27
2015-05-14,8373161.73,6566657.69,1806504.04,21.57,2015,5,2,3,Thursday,0,2015-05,6347310.31,8236258.36,4989869.11,6541401.32,-6.48
2015-05-15,6454103.0,5103049.75,1351053.25,20.93,2015,5,2,4,Friday,0,2015-05,6604443.95,8169253.75,5210113.02,6468708.34,-14.19
2015-05-16,6409003.84,5140481.43,1268522.41,19.79,2015,5,2,5,Saturday,1,2015-05,6923066.85,8182037.68,5477329.05,6472267.72,-11.65
2015-05-17,6593507.34,5168476.45,1425030.89,21.61,2015,5,2,6,Sunday,1,2015-05,7131318.32,8185771.49,5651414.2,6468062.41,1.85
2015-05-18,7049312.68,5707463.8,1341848.88,19.04,2015,5,2,0,Monday,0,2015-05,7175488.1,8172991.01,5700451.26,6466781.62,-6.05
2015-05-19,8167385.27,6584434.28,1582950.99,19.38,2015,5,2,1,Tuesday,0,2015-05,7359814.88,8216768.21,5860378.81,6507215.29,21.59
2015-05-20,10886447.11,8610088.68,2276358.43,20.91,2015,5,2,2,Wednesday,0,2015-05,7704703.0,8281554.01,6125807.44,6562457.12,55.56
2015-05-21,9585349.34,7629673.54,1955675.8,20.4,2015,5,2,3,Thursday,0,2015-05,7877872.65,8226180.49,6277666.85,6517242.84,3.82
2015-05-22,6849849.55,5526949.11,1322900.44,19.31,2015,5,2,4,Friday,0,2015-05,7934407.88,8151179.27,6338223.9,6460920.31,-21.11
2015-05-23,5769728.11,4699867.99,1069860.12,18.54,2015,5,2,5,Saturday,1,2015-05,7843082.77,8091870.38,6275279.12,6419612.55,-10.98
2015-05-24,7759286.87,6115304.75,1643982.12,21.19,2015,5,2,6,Sunday,1,2015-05,8009622.7,8131229.92,6410540.31,6452019.07,37.95
2015-05-25,6648911.62,5479719.27,1169192.35,17.58,2015,5,2,0,Monday,0,2015-05,7952422.55,8020133.05,6378005.37,6376631.64,-15.14
2015-05-26,7250067.07,5753775.74,1496291.33,20.64,2015,5,2,1,Tuesday,0,2015-05,7821377.1,7978926.7,6259339.87,6342078.44,0.75
2015-05-27,11264269.11,8911794.91,2352474.2,20.88,2015,5,2,2,Wednesday,0,2015-05,7875351.67,7979951.39,6302440.76,6339440.48,0.6
2015-05-28,10886440.76,8702126.28,2184314.48,20.06,2015,5,2,3,Thursday,0,2015-05,8061221.87,7863781.91,6455648.29,6250571.07,-23.53
2015-05-29,7443400.33,6010039.49,1433360.84,19.26,2015,5,2,4,Friday,0,2015-05,8146014.84,7602067.98,6524661.2,6035691.28,-41.43
2015-05-30,14386454.27,11671007.33,2715446.94,18.88,2015,5,2,5,Saturday,1,2015-05,9376975.72,7584578.77,7520538.25,6033257.31,5.99
2015-05-31,12847323.1,10142347.13,2704975.97,21.05,2015,5,2,6,Sunday,1,2015-05,10103838.04,7630748.96,8095830.02,6070468.24,3.4
2015-06-01,12707400.56,9938849.85,2768550.71,21.79,2015,6,2,0,Monday,0,2015-06,10969336.46,7755948.49,8732848.68,6168321.9,10.15
2015-06-02,10370270.22,8221123.6,2149146.62,20.72,2015,6,2,1,Tuesday,0,2015-06,11415079.76,7838212.51,9085326.94,6231511.66,2.47
2015-06-03,12915899.82,10182209.97,2733689.85,21.17,2015,6,2,2,Wednesday,0,2015-06,11651027.01,8133288.09,9266814.81,6463570.12,73.74
2015-06-04,4389371.3,3612066.24,777305.06,17.71,2015,6,2,3,Thursday,0,2015-06,10722874.23,8113155.19,8539663.37,6454112.21,-31.66
2015-06-05,4689415.18,3666593.72,1022821.46,21.81,2015,6,2,4,Friday,0,2015-06,10329447.78,8072397.13,8204885.41,6418962.66,-0.25
2015-06-06,4504545.31,3683127.75,821417.56,18.24,2015,6,2,5,Saturday,1,2015-06,8917746.5,8008630.47,7063759.75,6372988.49,1.1
2015-06-07,4737477.49,3636812.14,1100665.35,23.23,2015,6,2,6,Sunday,1,2015-06,7759197.13,8011407.46,6134397.61,6375504.15,-10.47
2015-06-08,5997977.12,4767036.54,1230940.58,20.52,2015,6,2,0,Monday,0,2015-06,6800708.06,8072051.92,5395567.14,6425406.4,5.74
2015-06-09,7149148.38,5741574.05,1407574.33,19.69,2015,6,2,1,Tuesday,0,2015-06,6340547.8,8139165.29,5041345.77,6485129.52,24.43
2015-06-10,7033422.25,5437275.2,1596147.05,22.69,2015,6,2,2,Wednesday,0,2015-06,5500193.86,8148941.89,4363497.95,6487565.21,-13.98
2015-06-11,5174085.58,4188520.67,985564.91,19.05,2015,6,2,3,Thursday,0,2015-06,5612295.9,8092174.82,4445848.58,6445017.85,-24.08
2015-06-12,6351066.12,4900508.38,1450557.74,22.84,2015,6,2,4,Friday,0,2015-06,5849674.61,8021469.35,4622122.1,6383298.52,2.46
2015-06-13,5087923.97,3913528.15,1174395.82,23.08,2015,6,2,5,Saturday,1,2015-06,5933014.42,7911961.42,4655036.45,6294860.87,-12.4
2015-06-14,7257781.25,5645520.63,1612260.62,22.21,2015,6,2,6,Sunday,1,2015-06,6293057.81,7938750.7,4941994.8,6312943.24,17.83
2015-06-15,7185781.7,5677039.63,1508742.07,21.0,2015,6,2,0,Monday,0,2015-06,6462744.18,7964643.29,5071995.24,6330828.51,14.94
2015-06-16,7904688.49,6283325.81,1621362.68,20.51,2015,6,2,1,Tuesday,0,2015-06,6570678.48,8008349.33,5149388.35,6367990.15,5.3
2015-06-17,8476249.0,6775868.17,1700380.83,20.06,2015,6,2,2,Wednesday,0,2015-06,6776796.59,8055913.88,5340615.92,6403603.63,6.14
2015-06-18,6561476.72,5174441.56,1387035.16,21.14,2015,6,2,3,Thursday,0,2015-06,6974995.32,8002383.59,5481461.76,6356603.88,-5.29
2015-06-19,5300940.37,4147889.8,1153050.57,21.75,2015,6,2,4,Friday,0,2015-06,6824977.36,7816200.03,5373944.82,6207863.91,2.72
2015-06-20,5709630.01,4391167.7,1318462.31,23.09,2015,6,2,5,Saturday,1,2015-06,6913792.51,7687009.39,5442179.04,6099913.72,-0.3
2015-06-21,5755437.59,4546815.45,1208622.14,21.0,2015,6,2,6,Sunday,1,2015-06,6699171.98,7650528.99,5285221.16,6067242.6,3.99
2015-06-22,8091120.75,6486078.97,1605041.78,19.84,2015,6,2,0,Monday,0,2015-06,6828506.13,7727908.74,5400798.21,6126782.96,17.76
2015-06-23,8014615.36,6549729.21,1464886.15,18.28,2015,6,2,1,Tuesday,0,2015-06,6844209.97,7736419.69,5438855.84,6141263.78,6.56
2015-06-24,8106694.48,6848465.28,1258229.2,15.52,2015,6,2,2,Wednesday,0,2015-06,6791416.47,7785012.46,5449226.85,6186888.64,-2.55
2015-06-25,6395417.81,5471074.95,924342.86,14.45,2015,6,2,3,Thursday,0,2015-06,6767693.77,7756524.15,5491603.05,6177465.29,-14.32
2015-06-26,5791488.27,5164656.66,626831.61,10.82,2015,6,2,4,Friday,0,2015-06,6837772.04,7574098.12,5636855.46,6052560.68,5.96
2015-06-27,5907901.77,5761761.16,146140.61,2.47,2015,6,2,5,Saturday,1,2015-06,6866096.58,7408146.82,5832654.53,5954548.51,-4.95
2015-06-28,7048110.81,6755443.51,292667.3,4.15,2015,6,2,6,Sunday,1,2015-06,7050764.18,7394970.5,6148172.82,5979395.31,4.95
2015-06-29,10266326.47,10003747.48,262578.99,2.56,2015,6,2,0,Monday,0,2015-06,7361507.85,7257632.91,6650696.89,5923819.98,-6.39
2015-06-30,10954727.42,10628217.87,326509.55,2.98,2015,6,2,1,Tuesday,0,2015-06,7781523.86,7194546.39,7233338.13,5940015.67,22.25
2015-07-01,9503954.04,9190648.76,313305.28,3.3,2015,7,3,2,Wednesday,0,2015-07,7981132.37,7087764.84,7567935.77,5915075.63,-3.38
2015-07-02,8552727.69,8154787.16,397940.53,4.65,2015,7,3,3,Thursday,0,2015-07,8289319.5,7027180.08,7951323.23,5912864.42,6.41
2015-07-03,6047919.06,5867150.51,180768.55,2.99,2015,7,3,4,Friday,0,2015-07,8325952.47,6798247.39,8051679.49,5769029.1,-8.35
2015-07-04,1184319.43,1068025.58,116293.85,9.82,2015,7,3,5,Saturday,1,2015-07,7651154.99,6691412.33,7381145.84,5684227.75,-23.06
2015-07-05,2966146.59,2810871.75,155274.84,5.23,2015,7,3,6,Sunday,1,2015-07,7068017.24,6633970.04,6817635.59,5655703.68,31.97
2015-07-06,2490899.57,2437063.72,53835.85,2.16,2015,7,3,0,Monday,0,2015-07,5957241.97,6566848.52,5736680.76,5614168.22,-16.75
2015-07-07,4185006.32,3947428.34,237577.98,5.68,2015,7,3,1,Tuesday,0,2015-07,4990138.96,6548432.81,4782282.26,5624522.09,26.01
2015-07-08,4333446.86,4256271.94,77174.92,1.78,2015,7,3,2,Wednesday,0,2015-07,4251495.07,6492948.47,4077371.29,5607496.6,-1.29
2015-07-09,6011409.46,5756814.71,254594.75,4.24,2015,7,3,3,Thursday,0,2015-07,3888449.61,6455023.84,3734803.79,5608004.62,18.11
2015-07-10,3936544.23,3750891.91,185652.32,4.72,2015,7,3,4,Friday,0,2015-07,3586824.64,6351794.57,3432481.14,5551791.85,-25.41
2015-07-11,3965266.87,3859812.43,105454.44,2.66,2015,7,3,5,Saturday,1,2015-07,3984102.84,6311500.62,3831307.83,5540834.91,7.73
2015-07-12,4444033.83,4308843.11,135190.72,3.04,2015,7,3,6,Sunday,1,2015-07,4195229.59,6247932.87,4045303.74,5521112.73,22.25
2015-07-13,4008119.02,3879117.89,129001.13,3.22,2015,7,3,0,Monday,0,2015-07,4411975.23,6211939.37,4251311.48,5519965.72,-11.68
2015-07-14,4541662.42,4427340.58,114321.84,2.52,2015,7,3,1,Tuesday,0,2015-07,4462926.1,6121402.08,4319870.37,5479359.72,8.64
2015-07-15,6195528.74,5945270.24,250258.5,4.04,2015,7,3,2,Wednesday,0,2015-07,4728937.8,6088393.65,4561155.84,5488300.74,30.99
2015-07-16,5351713.45,5204783.4,146930.05,2.75,2015,7,3,3,Thursday,0,2015-07,4634695.51,6003294.48,4482294.22,5452349.33,-6.52
2015-07-17,3953465.4,3879500.64,73964.76,1.87,2015,7,3,4,Friday,0,2015-07,4637112.82,5852535.03,4500666.9,5355803.74,-27.79
2015-07-18,4352743.94,4230281.82,122462.12,2.81,2015,7,3,5,Saturday,1,2015-07,4692466.69,5778910.6,4553591.1,5324331.75,-3.66
2015-07-19,4734057.3,4244345.55,489711.75,10.34,2015,7,3,6,Sunday,1,2015-07,4733898.61,5760014.5,4544377.16,5327546.94,12.62
2015-07-20,4593431.52,3967198.09,626233.43,13.63,2015,7,3,0,Monday,0,2015-07,4817514.68,5722807.88,4556960.05,5313414.62,6.26
2015-07-21,6205610.6,5212906.4,992704.2,16.0,2015,7,3,1,Tuesday,0,2015-07,5055221.56,5737813.65,4669183.73,5335617.65,29.37
2015-07-22,7003315.42,5699625.87,1303689.55,18.62,2015,7,3,2,Wednesday,0,2015-07,5170619.66,5701553.47,4634091.68,5309402.55,12.81
2015-07-23,6241579.84,5041557.0,1200022.84,19.23,2015,7,3,3,Thursday,0,2015-07,5297743.43,5642452.29,4610773.62,5259130.14,-17.51
2015-07-24,4815209.73,3864863.25,950346.48,19.74,2015,7,3,4,Friday,0,2015-07,5420849.76,5532736.13,4608682.57,5159676.74,-18.46
2015-07-25,4869837.46,3980424.09,889413.37,18.26,2015,7,3,5,Saturday,1,2015-07,5494720.27,5481883.45,4572988.61,5109988.38,9.75
2015-07-26,5323996.74,4436550.96,887445.78,16.67,2015,7,3,6,Sunday,1,2015-07,5578997.33,5466300.4,4600446.52,5085718.19,9.19
2015-07-27,5603376.79,4431670.86,1171705.93,20.91,2015,7,3,0,Monday,0,2015-07,5723275.23,5456149.57,4666799.78,5041381.85,19.35
2015-07-28,6826651.55,5538901.92,1287749.63,18.86,2015,7,3,1,Tuesday,0,2015-07,5811995.36,5448767.59,4713370.56,5000830.46,20.62
2015-07-29,9470985.24,7602775.68,1868209.56,19.73,2015,7,3,2,Wednesday,0,2015-07,6164519.62,5422256.22,4985249.11,4920798.07,13.75
2015-07-30,10296776.67,9762134.91,534641.76,5.19,2015,7,3,3,Thursday,0,2015-07,6743833.45,5400324.53,5659617.38,4891928.64,4.55
2015-07-31,8227312.7,8001039.19,226273.51,2.75,2015,7,3,4,Friday,0,2015-07,7231276.74,5357769.81,6250499.66,4852274.98,-34.18
2015-08-01,7969399.16,8307674.69,-338275.53,-4.24,2015,8,3,5,Saturday,1,2015-08,7674071.26,5338325.53,6868678.32,4857371.23,-22.39
2015-08-02,5808782.79,6999844.19,-1191061.4,-20.5,2015,8,3,6,Sunday,1,2015-08,7743326.41,5330354.32,7234863.06,4895127.69,-38.45
2015-08-03,4720575.96,6451104.36,-1730528.4,-36.66,2015,8,3,0,Monday,0,2015-08,7617212.01,5448229.54,7523353.56,5074563.65,-43.21
2015-08-04,2658117.34,3894709.67,-1236592.33,-46.52,2015,8,3,1,Tuesday,0,2015-08,7021707.12,5437961.9,7288468.96,5110691.58,-66.44
2015-08-05,2978173.12,4001425.35,-1023252.23,-34.36,2015,8,3,2,Wednesday,0,2015-08,6094162.53,5454204.35,6773990.34,5162836.97,-37.74
2015-08-06,2558707.18,3656184.22,-1097477.04,-42.89,2015,8,3,3,Thursday,0,2015-08,4988724.04,5399994.38,5901711.67,5153128.83,-55.64
2015-08-07,1981109.04,2648627.83,-667518.79,-33.69,2015,8,3,4,Friday,0,2015-08,4096409.23,5321583.12,5137081.47,5099540.69,-54.65
2015-08-08,1709563.14,2428463.02,-718899.88,-42.05,2015,8,3,5,Saturday,1,2015-08,3202146.94,5178188.24,4297194.09,4988595.64,-38.33
2015-08-09,2122689.02,2864218.57,-741529.55,-34.93,2015,8,3,6,Sunday,1,2015-08,2675562.11,5117726.4,3706390.43,4959039.86,-29.28
2015-08-10,2341717.61,3233525.06,-891807.45,-38.08,2015,8,3,0,Monday,0,2015-08,2335725.21,5063608.09,3246736.25,4938163.61,-38.75
2015-08-11,2434219.28,3451194.49,-1016975.21,-41.78,2015,8,3,1,Tuesday,0,2015-08,2303739.77,4996614.27,3183376.93,4909575.33,-43.81
2015-08-12,3555473.95,4878289.67,-1322815.72,-37.21,2015,8,3,2,Wednesday,0,2015-08,2386211.32,4981526.1,3308643.27,4942881.05,-28.44
