snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,days_of_supply,fill_rate,stockout_flag,overstock_flag,reorder_flag,sell_through_rate,product_name,category,segment,year,month,product_price,product_cogs,inventory_value_retail,inventory_value_cost,inventory_health
2013-05-31,604,473,78,65,2,218.3,0.9333,1,1,0,0.1208,SaigonFlex UC-69,Streetwear,Everyday,2013,5,6135.298830630299,4141.940240558514,2901996.35,1959137.73,Stockout
2013-06-30,604,490,102,85,0,172.9,1.0,0,1,0,0.1478,SaigonFlex UC-69,Streetwear,Everyday,2013,6,6135.298830630299,4141.940240558514,3006296.43,2029550.72,Overstock
2013-07-31,604,504,105,91,1,166.2,0.9667,1,1,0,0.1529,SaigonFlex UC-69,Streetwear,Everyday,2013,7,6135.298830630299,4141.940240558514,3092190.61,2087537.88,Stockout
2013-08-31,604,519,94,79,0,197.1,1.0,0,1,0,0.1321,SaigonFlex UC-69,Streetwear,Everyday,2013,8,6135.298830630299,4141.940240558514,3184220.09,2149666.98,Overstock
2013-09-30,604,524,57,52,1,302.3,0.9667,1,1,0,0.0903,SaigonFlex UC-69,Streetwear,Everyday,2013,9,6135.298830630299,4141.940240558514,3214896.59,2170376.69,Stockout
2013-10-31,604,544,131,111,2,147.0,0.9333,1,1,0,0.1695,SaigonFlex UC-69,Streetwear,Everyday,2013,10,6135.298830630299,4141.940240558514,3337602.56,2253215.49,Stockout
2013-11-30,604,563,91,72,1,234.6,0.9667,1,1,0,0.1134,SaigonFlex UC-69,Streetwear,Everyday,2013,11,6135.298830630299,4141.940240558514,3454173.24,2331912.36,Stockout
2013-12-31,604,584,116,95,2,184.4,0.9333,1,1,0,0.1399,SaigonFlex UC-69,Streetwear,Everyday,2013,12,6135.298830630299,4141.940240558514,3583014.52,2418893.1,Stockout
2014-01-31,604,595,114,103,1,173.3,0.9667,1,1,0,0.1476,SaigonFlex UC-69,Streetwear,Everyday,2014,1,6135.298830630299,4141.940240558514,3650502.8,2464454.44,Stockout
2014-02-28,604,626,157,126,1,149.0,0.9667,1,1,0,0.1676,SaigonFlex UC-69,Streetwear,Everyday,2014,2,6135.298830630299,4141.940240558514,3840697.07,2592854.59,Stockout
2014-03-31,604,657,253,222,1,88.8,0.9667,1,0,0,0.2526,SaigonFlex UC-69,Streetwear,Everyday,2014,3,6135.298830630299,4141.940240558514,4030891.33,2721254.74,Stockout
2014-04-30,604,726,380,311,2,70.0,0.9333,1,0,0,0.2999,SaigonFlex UC-69,Streetwear,Everyday,2014,4,6135.298830630299,4141.940240558514,4454226.95,3007048.61,Stockout
2014-05-31,604,801,353,278,0,86.4,1.0,0,0,0,0.2576,SaigonFlex UC-69,Streetwear,Everyday,2014,5,6135.298830630299,4141.940240558514,4914374.36,3317694.13,Healthy
2014-06-30,604,846,311,266,1,95.4,0.9667,1,1,0,0.2392,SaigonFlex UC-69,Streetwear,Everyday,2014,6,6135.298830630299,4141.940240558514,5190462.81,3504081.44,Stockout
2014-07-31,604,895,241,192,2,139.8,0.9333,1,1,0,0.1766,SaigonFlex UC-69,Streetwear,Everyday,2014,7,6135.298830630299,4141.940240558514,5491092.45,3707036.52,Stockout
2014-08-31,604,954,268,209,2,136.9,0.9333,1,1,0,0.1797,SaigonFlex UC-69,Streetwear,Everyday,2014,8,6135.298830630299,4141.940240558514,5853075.08,3951410.99,Stockout
2014-09-30,604,983,163,134,1,220.1,0.9667,1,1,0,0.12,SaigonFlex UC-69,Streetwear,Everyday,2014,9,6135.298830630299,4141.940240558514,6030998.75,4071527.26,Stockout
2014-10-31,604,999,131,115,2,260.6,0.9333,1,1,0,0.1032,SaigonFlex UC-69,Streetwear,Everyday,2014,10,6135.298830630299,4141.940240558514,6129163.53,4137798.3,Stockout
2014-11-30,604,1015,105,89,1,342.1,0.9667,1,1,0,0.0806,SaigonFlex UC-69,Streetwear,Everyday,2014,11,6135.298830630299,4141.940240558514,6227328.31,4204069.34,Stockout
2014-12-31,604,1026,109,98,1,314.1,0.9667,1,1,0,0.0872,SaigonFlex UC-69,Streetwear,Everyday,2014,12,6135.298830630299,4141.940240558514,6294816.6,4249630.69,Stockout
2015-01-31,604,1050,111,87,1,362.1,0.9667,1,1,0,0.0765,SaigonFlex UC-69,Streetwear,Everyday,2015,1,6135.298830630299,4141.940240558514,6442063.77,4349037.25,Stockout
2015-02-28,604,1066,148,132,0,242.3,1.0,0,1,0,0.1102,SaigonFlex UC-69,Streetwear,Everyday,2015,2,6135.298830630299,4141.940240558514,6540228.55,4415308.3,Overstock
2015-03-31,604,1096,213,183,1,179.7,0.9667,1,1,0,0.1431,SaigonFlex UC-69,Streetwear,Everyday,2015,3,6135.298830630299,4141.940240558514,6724287.52,4539566.5,Stockout
2015-04-30,604,1146,380,330,1,104.2,0.9667,1,1,0,0.2236,SaigonFlex UC-69,Streetwear,Everyday,2015,4,6135.298830630299,4141.940240558514,7031052.46,4746663.52,Stockout
2015-05-31,604,1203,287,230,0,156.9,1.0,0,1,0,0.1605,SaigonFlex UC-69,Streetwear,Everyday,2015,5,6135.298830630299,4141.940240558514,7380764.49,4982754.11,Overstock
2015-06-30,604,1280,355,278,2,138.1,0.9333,1,1,0,0.1784,SaigonFlex UC-69,Streetwear,Everyday,2015,6,6135.298830630299,4141.940240558514,7853182.5,5301683.51,Stockout
2015-07-31,604,1324,295,251,1,158.2,0.9667,1,1,0,0.1594,SaigonFlex UC-69,Streetwear,Everyday,2015,7,6135.298830630299,4141.940240558514,8123135.65,5483928.88,Stockout
2015-08-31,604,1345,214,193,1,209.1,0.9667,1,1,0,0.1255,SaigonFlex UC-69,Streetwear,Everyday,2015,8,6135.298830630299,4141.940240558514,8251976.93,5570909.62,Stockout
2015-09-30,604,1373,171,143,2,288.0,0.9333,1,1,0,0.0943,SaigonFlex UC-69,Streetwear,Everyday,2015,9,6135.298830630299,4141.940240558514,8423765.29,5686883.95,Stockout
2015-10-31,604,1393,126,106,0,394.2,1.0,0,1,0,0.0707,SaigonFlex UC-69,Streetwear,Everyday,2015,10,6135.298830630299,4141.940240558514,8546471.27,5769722.76,Overstock
2015-11-30,604,1408,92,77,2,548.6,0.9333,1,1,0,0.0519,SaigonFlex UC-69,Streetwear,Everyday,2015,11,6135.298830630299,4141.940240558514,8638500.75,5831851.86,Stockout
2015-12-31,604,1422,119,105,1,406.3,0.9667,1,1,0,0.0688,SaigonFlex UC-69,Streetwear,Everyday,2015,12,6135.298830630299,4141.940240558514,8724394.94,5889839.02,Stockout
2016-01-31,604,1429,73,66,0,649.5,1.0,0,1,0,0.0441,SaigonFlex UC-69,Streetwear,Everyday,2016,1,6135.298830630299,4141.940240558514,8767342.03,5918832.6,Overstock
2016-02-29,604,1444,91,76,1,570.0,0.9667,1,1,0,0.05,SaigonFlex UC-69,Streetwear,Everyday,2016,2,6135.298830630299,4141.940240558514,8859371.51,5980961.71,Stockout
2016-03-31,604,1461,152,135,0,324.7,1.0,0,1,0,0.0846,SaigonFlex UC-69,Streetwear,Everyday,2016,3,6135.298830630299,4141.940240558514,8963671.59,6051374.69,Overstock
2016-04-30,604,1494,244,211,2,212.4,0.9333,1,1,0,0.1238,SaigonFlex UC-69,Streetwear,Everyday,2016,4,6135.298830630299,4141.940240558514,9166136.45,6188058.72,Stockout
2016-05-31,604,1544,279,229,1,202.3,0.9667,1,1,0,0.1292,SaigonFlex UC-69,Streetwear,Everyday,2016,5,6135.298830630299,4141.940240558514,9472901.39,6395155.73,Stockout
2016-06-30,604,1583,327,288,1,164.9,0.9667,1,1,0,0.1539,SaigonFlex UC-69,Streetwear,Everyday,2016,6,6135.298830630299,4141.940240558514,9712178.05,6556691.4,Stockout
2016-07-31,604,1622,214,175,2,278.1,0.9333,1,1,0,0.0974,SaigonFlex UC-69,Streetwear,Everyday,2016,7,6135.298830630299,4141.940240558514,9951454.7,6718227.07,Stockout
2016-08-31,604,1645,162,139,2,355.0,0.9333,1,1,0,0.0779,SaigonFlex UC-69,Streetwear,Everyday,2016,8,6135.298830630299,4141.940240558514,10092566.58,6813491.7,Stockout
2016-09-30,604,1667,98,76,2,658.0,0.9333,1,1,0,0.0436,SaigonFlex UC-69,Streetwear,Everyday,2016,9,6135.298830630299,4141.940240558514,10227543.15,6904614.38,Stockout
2016-10-31,604,1685,83,65,0,777.7,1.0,0,1,0,0.0371,SaigonFlex UC-69,Streetwear,Everyday,2016,10,6135.298830630299,4141.940240558514,10337978.53,6979169.31,Overstock
2016-11-30,604,1691,63,57,2,890.0,0.9333,1,1,0,0.0326,SaigonFlex UC-69,Streetwear,Everyday,2016,11,6135.298830630299,4141.940240558514,10374790.32,7004020.95,Stockout
2016-12-31,604,1707,73,57,0,898.4,1.0,0,1,0,0.0323,SaigonFlex UC-69,Streetwear,Everyday,2016,12,6135.298830630299,4141.940240558514,10472955.1,7070291.99,Overstock
2017-01-31,604,1718,58,47,0,1096.6,1.0,0,1,0,0.0266,SaigonFlex UC-69,Streetwear,Everyday,2017,1,6135.298830630299,4141.940240558514,10540443.39,7115853.33,Overstock
2017-02-28,604,1729,69,58,2,894.3,0.9333,1,1,0,0.0325,SaigonFlex UC-69,Streetwear,Everyday,2017,2,6135.298830630299,4141.940240558514,10607931.68,7161414.68,Stockout
2017-03-31,604,1751,153,131,0,401.0,1.0,0,1,0,0.0696,SaigonFlex UC-69,Streetwear,Everyday,2017,3,6135.298830630299,4141.940240558514,10742908.25,7252537.36,Overstock
2017-04-30,604,1797,213,167,2,322.8,0.9333,1,1,0,0.085,SaigonFlex UC-69,Streetwear,Everyday,2017,4,6135.298830630299,4141.940240558514,11025132.0,7443066.61,Stockout
2017-05-31,604,1821,208,184,2,296.9,0.9333,1,1,0,0.0918,SaigonFlex UC-69,Streetwear,Everyday,2017,5,6135.298830630299,4141.940240558514,11172379.17,7542473.18,Stockout
2017-06-30,604,1860,229,190,1,293.7,0.9667,1,1,0,0.0927,SaigonFlex UC-69,Streetwear,Everyday,2017,6,6135.298830630299,4141.940240558514,11411655.82,7704008.85,Stockout
2017-07-31,604,1899,205,166,1,343.2,0.9667,1,1,0,0.0804,SaigonFlex UC-69,Streetwear,Everyday,2017,7,6135.298830630299,4141.940240558514,11650932.48,7865544.52,Stockout
2017-08-31,604,1929,156,126,0,459.3,1.0,0,1,0,0.0613,SaigonFlex UC-69,Streetwear,Everyday,2017,8,6135.298830630299,4141.940240558514,11834991.44,7989802.72,Overstock
2017-09-30,604,1945,81,65,1,897.7,0.9667,1,1,0,0.0323,SaigonFlex UC-69,Streetwear,Everyday,2017,9,6135.298830630299,4141.940240558514,11933156.23,8056073.77,Stockout
2017-10-31,604,1951,57,51,0,1147.6,1.0,0,1,0,0.0255,SaigonFlex UC-69,Streetwear,Everyday,2017,10,6135.298830630299,4141.940240558514,11969968.02,8080925.41,Overstock
2017-11-30,604,1960,43,34,0,1729.4,1.0,0,1,0,0.0171,SaigonFlex UC-69,Streetwear,Everyday,2017,11,6135.298830630299,4141.940240558514,12025185.71,8118202.87,Overstock
2017-12-31,604,1967,39,32,1,1844.1,0.9667,1,1,0,0.016,SaigonFlex UC-69,Streetwear,Everyday,2017,12,6135.298830630299,4141.940240558514,12068132.8,8147196.45,Stockout
2018-01-31,604,1971,25,21,1,2815.7,0.9667,1,1,0,0.0105,SaigonFlex UC-69,Streetwear,Everyday,2018,1,6135.298830630299,4141.940240558514,12092674.0,8163764.21,Stockout
2018-02-28,604,1981,58,48,2,1238.1,0.9333,1,1,0,0.0237,SaigonFlex UC-69,Streetwear,Everyday,2018,2,6135.298830630299,4141.940240558514,12154026.98,8205183.62,Stockout
2018-03-31,604,2000,95,76,0,789.5,1.0,0,1,0,0.0366,SaigonFlex UC-69,Streetwear,Everyday,2018,3,6135.298830630299,4141.940240558514,12270597.66,8283880.48,Overstock
2018-04-30,604,2039,172,133,2,459.9,0.9333,1,1,0,0.0612,SaigonFlex UC-69,Streetwear,Everyday,2018,4,6135.298830630299,4141.940240558514,12509874.32,8445416.15,Stockout
2018-05-31,604,2052,145,132,2,466.4,0.9333,1,1,0,0.0604,SaigonFlex UC-69,Streetwear,Everyday,2018,5,6135.298830630299,4141.940240558514,12589633.2,8499261.37,Stockout
2018-06-30,604,2073,191,170,0,365.8,1.0,0,1,0,0.0758,SaigonFlex UC-69,Streetwear,Everyday,2018,6,6135.298830630299,4141.940240558514,12718474.48,8586242.12,Overstock
2018-07-31,604,2101,137,109,2,578.3,0.9333,1,1,0,0.0493,SaigonFlex UC-69,Streetwear,Everyday,2018,7,6135.298830630299,4141.940240558514,12890262.84,8702216.45,Stockout
2018-08-31,604,2114,102,89,1,712.6,0.9667,1,1,0,0.0404,SaigonFlex UC-69,Streetwear,Everyday,2018,8,6135.298830630299,4141.940240558514,12970021.73,8756061.67,Stockout
2018-09-30,604,2122,52,44,2,1446.8,0.9333,1,1,0,0.0203,SaigonFlex UC-69,Streetwear,Everyday,2018,9,6135.298830630299,4141.940240558514,13019104.12,8789197.19,Stockout
2018-10-31,604,2130,41,33,1,1936.4,0.9667,1,1,0,0.0153,SaigonFlex UC-69,Streetwear,Everyday,2018,10,6135.298830630299,4141.940240558514,13068186.51,8822332.71,Stockout
2018-11-30,604,2133,20,17,1,3764.1,0.9667,1,1,0,0.0079,SaigonFlex UC-69,Streetwear,Everyday,2018,11,6135.298830630299,4141.940240558514,13086592.41,8834758.53,Stockout
2018-12-31,604,2136,24,21,0,3051.4,1.0,0,1,0,0.0097,SaigonFlex UC-69,Streetwear,Everyday,2018,12,6135.298830630299,4141.940240558514,13104998.3,8847184.35,Overstock
2019-01-31,604,2140,27,23,2,2791.3,0.9333,1,1,0,0.0106,SaigonFlex UC-69,Streetwear,Everyday,2019,1,6135.298830630299,4141.940240558514,13129539.5,8863752.11,Stockout
2019-02-28,604,2150,50,40,2,1612.5,0.9333,1,1,0,0.0183,SaigonFlex UC-69,Streetwear,Everyday,2019,2,6135.298830630299,4141.940240558514,13190892.49,8905171.52,Stockout
2019-03-31,604,2163,63,50,0,1297.8,1.0,0,1,0,0.0226,SaigonFlex UC-69,Streetwear,Everyday,2019,3,6135.298830630299,4141.940240558514,13270651.37,8959016.74,Overstock
2019-04-30,604,2171,57,49,1,1329.2,0.9667,1,1,0,0.0221,SaigonFlex UC-69,Streetwear,Everyday,2019,4,6135.298830630299,4141.940240558514,13319733.76,8992152.26,Stockout
2019-05-31,604,2180,68,59,0,1108.5,1.0,0,1,0,0.0264,SaigonFlex UC-69,Streetwear,Everyday,2019,5,6135.298830630299,4141.940240558514,13374951.45,9029429.72,Overstock
2019-06-30,604,2186,64,58,2,1130.7,0.9333,1,1,0,0.0258,SaigonFlex UC-69,Streetwear,Everyday,2019,6,6135.298830630299,4141.940240558514,13411763.24,9054281.37,Stockout
2019-07-31,604,2200,82,68,1,970.6,0.9667,1,1,0,0.03,SaigonFlex UC-69,Streetwear,Everyday,2019,7,6135.298830630299,4141.940240558514,13497657.43,9112268.53,Stockout
2019-08-31,604,2216,85,69,1,963.5,0.9667,1,1,0,0.0302,SaigonFlex UC-69,Streetwear,Everyday,2019,8,6135.298830630299,4141.940240558514,13595822.21,9178539.57,Stockout
2019-09-30,604,2219,21,18,2,3698.3,0.9333,1,1,0,0.008,SaigonFlex UC-69,Streetwear,Everyday,2019,9,6135.298830630299,4141.940240558514,13614228.11,9190965.39,Stockout
2019-10-31,604,2221,18,16,0,4164.4,1.0,0,1,0,0.0072,SaigonFlex UC-69,Streetwear,Everyday,2019,10,6135.298830630299,4141.940240558514,13626498.7,9199249.27,Overstock
2019-11-30,604,2223,13,11,1,6062.7,0.9667,1,1,0,0.0049,SaigonFlex UC-69,Streetwear,Everyday,2019,11,6135.298830630299,4141.940240558514,13638769.3,9207533.15,Stockout
2019-12-31,604,2224,7,6,0,11120.0,1.0,0,1,0,0.0027,SaigonFlex UC-69,Streetwear,Everyday,2019,12,6135.298830630299,4141.940240558514,13644904.6,9211675.1,Overstock
2020-01-31,604,2225,9,8,1,8343.8,0.9667,1,1,0,0.0036,SaigonFlex UC-69,Streetwear,Everyday,2020,1,6135.298830630299,4141.940240558514,13651039.9,9215817.04,Stockout
2020-02-29,604,2228,18,15,1,4456.0,0.9667,1,1,0,0.0067,SaigonFlex UC-69,Streetwear,Everyday,2020,2,6135.298830630299,4141.940240558514,13669445.79,9228242.86,Stockout
2020-03-31,604,2233,38,33,2,2030.0,0.9333,1,1,0,0.0146,SaigonFlex UC-69,Streetwear,Everyday,2020,3,6135.298830630299,4141.940240558514,13700122.29,9248952.56,Stockout
2020-04-30,604,2239,61,55,2,1221.3,0.9333,1,1,0,0.024,SaigonFlex UC-69,Streetwear,Everyday,2020,4,6135.298830630299,4141.940240558514,13736934.08,9273804.2,Stockout
2020-05-31,604,2251,55,43,2,1570.5,0.9333,1,1,0,0.0187,SaigonFlex UC-69,Streetwear,Everyday,2020,5,6135.298830630299,4141.940240558514,13810557.67,9323507.48,Stockout
2020-06-30,604,2256,45,40,0,1692.0,1.0,0,1,0,0.0174,SaigonFlex UC-69,Streetwear,Everyday,2020,6,6135.298830630299,4141.940240558514,13841234.16,9344217.18,Overstock
2020-07-31,604,2262,45,39,1,1740.0,0.9667,1,1,0,0.0169,SaigonFlex UC-69,Streetwear,Everyday,2020,7,6135.298830630299,4141.940240558514,13878045.95,9369068.82,Stockout
2020-08-31,604,2266,27,23,2,2955.7,0.9333,1,1,0,0.01,SaigonFlex UC-69,Streetwear,Everyday,2020,8,6135.298830630299,4141.940240558514,13902587.15,9385636.59,Stockout
2020-09-30,604,2267,17,16,2,4250.6,0.9333,1,1,0,0.007,SaigonFlex UC-69,Streetwear,Everyday,2020,9,6135.298830630299,4141.940240558514,13908722.45,9389778.53,Stockout
2020-10-31,604,2269,11,9,0,7563.3,1.0,0,1,0,0.004,SaigonFlex UC-69,Streetwear,Everyday,2020,10,6135.298830630299,4141.940240558514,13920993.05,9398062.41,Overstock
2020-11-30,604,2270,7,6,2,11350.0,0.9333,1,1,0,0.0026,SaigonFlex UC-69,Streetwear,Everyday,2020,11,6135.298830630299,4141.940240558514,13927128.35,9402204.35,Stockout
2020-12-31,604,2270,1,1,0,68100.0,1.0,0,1,0,0.0004,SaigonFlex UC-69,Streetwear,Everyday,2020,12,6135.298830630299,4141.940240558514,13927128.35,9402204.35,Overstock
2021-01-31,604,2270,3,3,2,22700.0,0.9333,1,1,0,0.0013,SaigonFlex UC-69,Streetwear,Everyday,2021,1,6135.298830630299,4141.940240558514,13927128.35,9402204.35,Stockout
2021-02-28,604,2273,25,22,0,3099.5,1.0,0,1,0,0.0096,SaigonFlex UC-69,Streetwear,Everyday,2021,2,6135.298830630299,4141.940240558514,13945534.24,9414630.17,Overstock
2021-03-31,604,2276,35,32,0,2133.8,1.0,0,1,0,0.0139,SaigonFlex UC-69,Streetwear,Everyday,2021,3,6135.298830630299,4141.940240558514,13963940.14,9427055.99,Overstock
2021-04-30,604,2287,58,47,2,1459.8,0.9333,1,1,0,0.0201,SaigonFlex UC-69,Streetwear,Everyday,2021,4,6135.298830630299,4141.940240558514,14031428.43,9472617.33,Stockout
2021-05-31,604,2295,50,42,1,1639.3,0.9667,1,1,0,0.018,SaigonFlex UC-69,Streetwear,Everyday,2021,5,6135.298830630299,4141.940240558514,14080510.82,9505752.85,Stockout
2021-06-30,604,2300,45,40,1,1725.0,0.9667,1,1,0,0.0171,SaigonFlex UC-69,Streetwear,Everyday,2021,6,6135.298830630299,4141.940240558514,14111187.31,9526462.55,Stockout
2021-07-31,604,2304,44,40,1,1728.0,0.9667,1,1,0,0.0171,SaigonFlex UC-69,Streetwear,Everyday,2021,7,6135.298830630299,4141.940240558514,14135728.51,9543030.31,Stockout
2021-08-31,604,2309,42,37,1,1872.2,0.9667,1,1,0,0.0158,SaigonFlex UC-69,Streetwear,Everyday,2021,8,6135.298830630299,4141.940240558514,14166405.0,9563740.02,Stockout
2021-09-30,604,2311,26,24,0,2888.8,1.0,0,1,0,0.0103,SaigonFlex UC-69,Streetwear,Everyday,2021,9,6135.298830630299,4141.940240558514,14178675.6,9572023.9,Overstock
2021-10-31,604,2315,20,16,1,4340.6,0.9667,1,1,0,0.0069,SaigonFlex UC-69,Streetwear,Everyday,2021,10,6135.298830630299,4141.940240558514,14203216.79,9588591.66,Stockout
2021-11-30,604,2317,13,11,1,6319.1,0.9667,1,1,0,0.0047,SaigonFlex UC-69,Streetwear,Everyday,2021,11,6135.298830630299,4141.940240558514,14215487.39,9596875.54,Stockout
2021-12-31,604,2318,10,9,2,7726.7,0.9333,1,1,0,0.0039,SaigonFlex UC-69,Streetwear,Everyday,2021,12,6135.298830630299,4141.940240558514,14221622.69,9601017.48,Stockout
2022-01-31,604,2319,13,12,1,5797.5,0.9667,1,1,0,0.0051,SaigonFlex UC-69,Streetwear,Everyday,2022,1,6135.298830630299,4141.940240558514,14227757.99,9605159.42,Stockout
2022-02-28,604,2322,17,14,0,4975.7,1.0,0,1,0,0.006,SaigonFlex UC-69,Streetwear,Everyday,2022,2,6135.298830630299,4141.940240558514,14246163.88,9617585.24,Overstock
2022-03-31,604,2331,42,33,1,2119.1,0.9667,1,1,0,0.014,SaigonFlex UC-69,Streetwear,Everyday,2022,3,6135.298830630299,4141.940240558514,14301381.57,9654862.7,Stockout
2022-04-30,604,2338,42,35,0,2004.0,1.0,0,1,0,0.0147,SaigonFlex UC-69,Streetwear,Everyday,2022,4,6135.298830630299,4141.940240558514,14344328.67,9683856.28,Overstock
2022-05-31,604,2342,34,30,2,2342.0,0.9333,1,1,0,0.0126,SaigonFlex UC-69,Streetwear,Everyday,2022,5,6135.298830630299,4141.940240558514,14368869.86,9700424.04,Stockout
2022-06-30,604,2351,56,47,1,1500.6,0.9667,1,1,0,0.0196,SaigonFlex UC-69,Streetwear,Everyday,2022,6,6135.298830630299,4141.940240558514,14424087.55,9737701.51,Stockout
2022-07-31,604,2356,34,29,0,2437.2,1.0,0,1,0,0.0122,SaigonFlex UC-69,Streetwear,Everyday,2022,7,6135.298830630299,4141.940240558514,14454764.04,9758411.21,Overstock
2022-08-31,604,2360,29,25,2,2832.0,0.9333,1,1,0,0.0105,SaigonFlex UC-69,Streetwear,Everyday,2022,8,6135.298830630299,4141.940240558514,14479305.24,9774978.97,Stockout
2022-09-30,604,2366,30,24,0,2957.5,1.0,0,1,0,0.01,SaigonFlex UC-69,Streetwear,Everyday,2022,9,6135.298830630299,4141.940240558514,14516117.03,9799830.61,Overstock
2022-10-31,604,2368,16,14,1,5074.3,0.9667,1,1,0,0.0059,SaigonFlex UC-69,Streetwear,Everyday,2022,10,6135.298830630299,4141.940240558514,14528387.63,9808114.49,Stockout
2022-11-30,604,2370,14,12,1,5925.0,0.9667,1,1,0,0.005,SaigonFlex UC-69,Streetwear,Everyday,2022,11,6135.298830630299,4141.940240558514,14540658.23,9816398.37,Stockout
2022-12-31,604,2370,3,3,1,23700.0,0.9667,1,1,0,0.0013,SaigonFlex UC-69,Streetwear,Everyday,2022,12,6135.298830630299,4141.940240558514,14540658.23,9816398.37,Stockout
2014-07-31,605,34,12,11,0,92.7,1.0,0,1,0,0.2444,SaigonFlex UC-70,Streetwear,Everyday,2014,7,4940.962741935484,3748.214336032258,167992.73,127439.29,Overstock
2014-08-31,605,45,78,67,14,20.1,0.5333,1,0,0,0.5982,SaigonFlex UC-70,Streetwear,Everyday,2014,8,4940.962741935484,3748.214336032258,222343.32,168669.65,Stockout
2014-09-30,605,53,48,40,0,39.8,1.0,0,0,0,0.4301,SaigonFlex UC-70,Streetwear,Everyday,2014,9,4940.962741935484,3748.214336032258,261871.03,198655.36,Healthy
2014-10-31,605,57,38,34,1,50.3,0.9667,1,0,0,0.3736,SaigonFlex UC-70,Streetwear,Everyday,2014,10,4940.962741935484,3748.214336032258,281634.88,213648.22,Stockout
2014-11-30,605,61,34,30,1,61.0,0.9667,1,0,0,0.3297,SaigonFlex UC-70,Streetwear,Everyday,2014,11,4940.962741935484,3748.214336032258,301398.73,228641.07,Stockout
2014-12-31,605,65,40,36,1,54.2,0.9667,1,0,0,0.3564,SaigonFlex UC-70,Streetwear,Everyday,2014,12,4940.962741935484,3748.214336032258,321162.58,243633.93,Stockout
2015-01-31,605,68,29,26,1,78.5,0.9667,1,0,0,0.2766,SaigonFlex UC-70,Streetwear,Everyday,2015,1,4940.962741935484,3748.214336032258,335985.47,254878.57,Stockout
2015-02-28,605,74,45,39,1,56.9,0.9667,1,0,0,0.3451,SaigonFlex UC-70,Streetwear,Everyday,2015,2,4940.962741935484,3748.214336032258,365631.24,277367.86,Stockout
2015-03-31,605,85,71,60,0,42.5,1.0,0,0,0,0.4138,SaigonFlex UC-70,Streetwear,Everyday,2015,3,4940.962741935484,3748.214336032258,419981.83,318598.22,Healthy
2015-04-30,605,104,125,106,5,29.4,0.8333,1,0,0,0.5048,SaigonFlex UC-70,Streetwear,Everyday,2015,4,4940.962741935484,3748.214336032258,513860.13,389814.29,Stockout
2015-05-31,605,114,100,90,0,38.0,1.0,0,0,0,0.4412,SaigonFlex UC-70,Streetwear,Everyday,2015,5,4940.962741935484,3748.214336032258,563269.75,427296.43,Healthy
2015-06-30,605,126,110,98,2,38.6,0.9333,1,0,0,0.4375,SaigonFlex UC-70,Streetwear,Everyday,2015,6,4940.962741935484,3748.214336032258,622561.31,472275.01,Stockout
2015-07-31,605,143,126,109,1,39.4,0.9667,1,0,0,0.4325,SaigonFlex UC-70,Streetwear,Everyday,2015,7,4940.962741935484,3748.214336032258,706557.67,535994.65,Stockout
2015-08-31,605,165,99,77,0,64.3,1.0,0,0,0,0.3182,SaigonFlex UC-70,Streetwear,Everyday,2015,8,4940.962741935484,3748.214336032258,815258.85,618455.37,Healthy
2015-09-30,605,170,47,42,0,121.4,1.0,0,1,0,0.1981,SaigonFlex UC-70,Streetwear,Everyday,2015,9,4940.962741935484,3748.214336032258,839963.67,637196.44,Overstock
2015-10-31,605,178,52,44,2,121.4,0.9333,1,1,0,0.1982,SaigonFlex UC-70,Streetwear,Everyday,2015,10,4940.962741935484,3748.214336032258,879491.37,667182.15,Stockout
2015-11-30,605,182,21,17,1,321.2,0.9667,1,1,0,0.0854,SaigonFlex UC-70,Streetwear,Everyday,2015,11,4940.962741935484,3748.214336032258,899255.22,682175.01,Stockout
2015-12-31,605,184,24,22,0,250.9,1.0,0,1,0,0.1068,SaigonFlex UC-70,Streetwear,Everyday,2015,12,4940.962741935484,3748.214336032258,909137.14,689671.44,Overstock
2016-01-31,605,189,35,30,1,189.0,0.9667,1,1,0,0.137,SaigonFlex UC-70,Streetwear,Everyday,2016,1,4940.962741935484,3748.214336032258,933841.96,708412.51,Stockout
2016-02-29,605,193,38,34,2,170.3,0.9333,1,1,0,0.1498,SaigonFlex UC-70,Streetwear,Everyday,2016,2,4940.962741935484,3748.214336032258,953605.81,723405.37,Stockout
2016-03-31,605,205,53,41,1,150.0,0.9667,1,1,0,0.1667,SaigonFlex UC-70,Streetwear,Everyday,2016,3,4940.962741935484,3748.214336032258,1012897.36,768383.94,Stockout
2016-04-30,605,219,114,100,1,65.7,0.9667,1,0,0,0.3135,SaigonFlex UC-70,Streetwear,Everyday,2016,4,4940.962741935484,3748.214336032258,1082070.84,820858.94,Stockout
2016-05-31,605,237,99,81,1,87.8,0.9667,1,0,0,0.2547,SaigonFlex UC-70,Streetwear,Everyday,2016,5,4940.962741935484,3748.214336032258,1171008.17,888326.8,Stockout
2016-06-30,605,251,92,78,2,96.5,0.9333,1,1,0,0.2371,SaigonFlex UC-70,Streetwear,Everyday,2016,6,4940.962741935484,3748.214336032258,1240181.65,940801.8,Stockout
2016-07-31,605,268,111,94,0,85.5,1.0,0,0,0,0.2597,SaigonFlex UC-70,Streetwear,Everyday,2016,7,4940.962741935484,3748.214336032258,1324178.01,1004521.44,Healthy
