customer_id,zip,city,signup_date,gender,age_group,acquisition_channel,last_order_date,first_order_date,frequency,monetary,avg_order_value,recency_days,tenure_days,R_score,F_score,M_score,RFM_score,rfm_segment,region,signup_year,signup_month,signup_ym
50594,27549,Ninh Binh,2019-08-12,Male,55+,email_campaign,2022-09-21,2015-12-30,5,123629.74,24725.95,102.0,2559.0,5.0,3.0,4.0,534.0,Loyal Customers,East,2019,8,2019-08
50595,27549,Ninh Binh,2022-12-26,Female,45-54,paid_search,2022-04-17,2012-07-31,8,234489.31,29311.16,259.0,3806.0,4.0,4.0,4.0,444.0,Champions,East,2022,12,2022-12
50596,27549,Ninh Binh,2020-06-27,Male,25-34,paid_search,2021-07-30,2014-07-14,8,165178.92,20647.36,520.0,3093.0,4.0,4.0,4.0,444.0,Champions,East,2020,6,2020-06
50597,27549,Ninh Binh,2015-12-07,Male,25-34,social_media,2022-09-25,2012-08-08,10,366166.23,36616.62,98.0,3798.0,5.0,4.0,5.0,545.0,Champions,East,2015,12,2015-12
50598,27551,Bac Giang,2022-05-19,Male,25-34,organic_search,2016-04-26,2012-07-06,2,58735.51,29367.75,2441.0,3831.0,1.0,2.0,3.0,123.0,Lost,East,2022,5,2022-05
50599,27551,Bac Giang,2016-02-23,Male,55+,referral,,,0,0.0,,,,,,,,Never Purchased,East,2016,2,2016-02
50601,27551,Bac Giang,2017-11-30,Male,45-54,paid_search,2019-10-05,2013-03-10,2,115304.39,57652.2,1184.0,3584.0,3.0,2.0,3.0,323.0,Potential Loyalists,East,2017,11,2017-11
50602,27551,Bac Giang,2022-08-22,Female,55+,direct,,,0,0.0,,,,,,,,Never Purchased,East,2022,8,2022-08
50603,27552,Hanoi,2016-08-12,Male,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2016,8,2016-08
50604,27552,Hanoi,2017-06-29,Male,25-34,organic_search,2017-06-13,2017-06-13,1,7241.58,7241.58,2028.0,2028.0,2.0,1.0,1.0,211.0,Lost,East,2017,6,2017-06
50605,27552,Hanoi,2014-12-02,Male,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2014,12,2014-12
50606,27552,Hanoi,2022-10-07,Male,18-24,email_campaign,,,0,0.0,,,,,,,,Never Purchased,East,2022,10,2022-10
50607,27552,Hanoi,2018-08-18,Male,45-54,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2018,8,2018-08
50608,27553,Ha Long,2018-05-01,Female,55+,social_media,2015-06-27,2015-06-27,1,1315.74,1315.74,2745.0,2745.0,1.0,1.0,1.0,111.0,Lost,East,2018,5,2018-05
50609,27553,Ha Long,2021-02-25,Female,25-34,referral,,,0,0.0,,,,,,,,Never Purchased,East,2021,2,2021-02
50610,27553,Ha Long,2021-12-26,Male,35-44,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2021,12,2021-12
50611,27553,Ha Long,2013-08-14,Female,25-34,organic_search,2015-06-24,2015-06-24,1,3728.33,3728.33,2748.0,2748.0,1.0,1.0,1.0,111.0,Lost,East,2013,8,2013-08
50612,27553,Ha Long,2022-03-19,Male,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2022,3,2022-03
50613,27557,Bac Giang,2021-12-06,Female,18-24,social_media,2018-05-12,2014-09-24,3,85795.21,28598.4,1695.0,3021.0,2.0,3.0,3.0,233.0,At Risk,East,2021,12,2021-12
50614,27557,Bac Giang,2015-09-16,Female,35-44,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2015,9,2015-09
50615,27557,Bac Giang,2020-11-24,Female,55+,paid_search,2017-10-18,2014-06-18,2,31561.65,15780.82,1901.0,3119.0,2.0,2.0,2.0,222.0,Lost,East,2020,11,2020-11
50616,27557,Bac Giang,2022-07-27,Non-binary,18-24,organic_search,2019-03-29,2014-12-31,4,124048.61,31012.15,1374.0,2923.0,3.0,3.0,4.0,334.0,Loyal Customers,East,2022,7,2022-07
50618,27559,Hanoi,2018-10-31,Female,55+,direct,2022-10-04,2016-07-01,3,85434.55,28478.18,89.0,2375.0,5.0,3.0,3.0,533.0,Loyal Customers,East,2018,10,2018-10
50619,27559,Hanoi,2016-02-20,Non-binary,45-54,organic_search,2016-06-28,2016-06-28,1,2668.9,2668.9,2378.0,2378.0,1.0,1.0,1.0,111.0,Lost,East,2016,2,2016-02
50621,27559,Hanoi,2017-04-07,Female,35-44,paid_search,2015-04-17,2015-04-17,1,43452.0,43452.0,2816.0,2816.0,1.0,1.0,2.0,112.0,Lost,East,2017,4,2017-04
50622,27559,Hanoi,2017-12-11,Male,35-44,direct,,,0,0.0,,,,,,,,Never Purchased,East,2017,12,2017-12
50624,27560,Nam Dinh,2022-10-02,Male,55+,social_media,2021-03-27,2013-04-24,10,299297.1,29929.71,645.0,3539.0,4.0,4.0,5.0,445.0,Champions,East,2022,10,2022-10
50626,27560,Nam Dinh,2020-06-03,Female,55+,social_media,2017-07-23,2012-10-25,5,134197.6,26839.52,1988.0,3720.0,2.0,3.0,4.0,234.0,At Risk,East,2020,6,2020-06
50627,27560,Nam Dinh,2015-03-20,Female,25-34,social_media,2022-08-19,2013-09-19,7,249990.73,35712.96,135.0,3391.0,5.0,4.0,4.0,544.0,Champions,East,2015,3,2015-03
50631,27562,Uong Bi,2018-04-02,Female,18-24,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2018,4,2018-04
50633,27563,Uong Bi,2020-09-22,Male,18-24,paid_search,2020-04-07,2018-09-03,2,21794.99,10897.5,999.0,1581.0,3.0,2.0,1.0,321.0,About To Sleep,East,2020,9,2020-09
50634,27563,Uong Bi,2014-06-13,Female,25-34,referral,2018-05-24,2018-05-24,1,18829.38,18829.38,1683.0,1683.0,2.0,1.0,1.0,211.0,Lost,East,2014,6,2014-06
50635,27563,Uong Bi,2014-09-22,Male,25-34,email_campaign,2015-05-31,2012-07-08,2,57083.0,28541.5,2772.0,3829.0,1.0,2.0,2.0,122.0,Lost,East,2014,9,2014-09
50636,27563,Uong Bi,2019-07-09,Female,35-44,direct,2015-05-31,2015-05-31,1,2119.74,2119.74,2772.0,2772.0,1.0,1.0,1.0,111.0,Lost,East,2019,7,2019-07
50637,27563,Uong Bi,2019-12-04,Male,18-24,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2019,12,2019-12
50638,27565,Ninh Binh,2019-05-11,Female,18-24,referral,2020-12-25,2014-03-10,7,99714.48,14244.93,737.0,3219.0,3.0,4.0,3.0,343.0,Loyal Customers,East,2019,5,2019-05
50641,27565,Ninh Binh,2020-09-20,Male,18-24,email_campaign,2022-12-06,2013-05-04,10,103205.29,10320.53,26.0,3529.0,5.0,4.0,3.0,543.0,Champions,East,2020,9,2020-09
50642,27565,Ninh Binh,2017-05-14,Non-binary,25-34,referral,2022-04-01,2013-04-24,9,158023.99,17558.22,275.0,3539.0,4.0,4.0,4.0,444.0,Champions,East,2017,5,2017-05
50643,27568,Hanoi,2021-07-02,Female,25-34,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2021,7,2021-07
50644,27568,Hanoi,2015-07-10,Male,25-34,email_campaign,2018-04-13,2018-04-13,1,62833.76,62833.76,1724.0,1724.0,2.0,1.0,3.0,213.0,Lost,East,2015,7,2015-07
50645,27568,Hanoi,2014-06-13,Female,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2014,6,2014-06
50646,27568,Hanoi,2016-12-09,Female,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2016,12,2016-12
50647,27568,Hanoi,2019-10-16,Male,45-54,paid_search,2021-07-01,2021-07-01,1,27252.27,27252.27,549.0,549.0,4.0,1.0,2.0,412.0,New Customers,East,2019,10,2019-10
50648,27569,Hanoi,2022-01-21,Male,25-34,social_media,2021-10-28,2013-10-30,6,100403.0,16733.83,430.0,3350.0,4.0,4.0,3.0,443.0,Champions,East,2022,1,2022-01
50649,27569,Hanoi,2020-08-31,Female,55+,email_campaign,2014-08-18,2014-08-18,1,33655.29,33655.29,3058.0,3058.0,1.0,1.0,2.0,112.0,Lost,East,2020,8,2020-08
50650,27569,Hanoi,2019-01-02,Female,25-34,email_campaign,2022-05-19,2012-12-29,7,256358.36,36622.62,227.0,3655.0,5.0,4.0,4.0,544.0,Champions,East,2019,1,2019-01
50653,27570,Hanoi,2021-08-31,Female,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,8,2021-08
50654,27570,Hanoi,2022-06-27,Female,18-24,paid_search,2022-04-24,2022-04-24,1,43889.8,43889.8,252.0,252.0,5.0,1.0,2.0,512.0,New Customers,East,2022,6,2022-06
50655,27570,Hanoi,2022-10-27,Male,55+,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2022,10,2022-10
50656,27570,Hanoi,2020-03-29,Male,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2020,3,2020-03
50657,27570,Hanoi,2013-11-12,Male,25-34,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2013,11,2013-11
50658,27571,Bac Ninh,2016-04-05,Male,25-34,organic_search,2018-10-31,2018-03-13,2,47010.76,23505.38,1523.0,1755.0,2.0,2.0,2.0,222.0,Lost,East,2016,4,2016-04
50659,27571,Bac Ninh,2020-03-26,Female,25-34,organic_search,2022-03-23,2022-03-23,1,15005.39,15005.39,284.0,284.0,4.0,1.0,1.0,411.0,New Customers,East,2020,3,2020-03
50661,27571,Bac Ninh,2013-04-21,Female,45-54,social_media,2018-02-15,2018-02-15,1,21751.1,21751.1,1781.0,1781.0,2.0,1.0,1.0,211.0,Lost,East,2013,4,2013-04
50663,27572,Phu Ly,2019-10-02,Male,25-34,paid_search,2022-12-16,2013-09-22,5,47762.24,9552.45,16.0,3388.0,5.0,3.0,2.0,532.0,Loyal Customers,East,2019,10,2019-10
50665,27572,Phu Ly,2015-12-20,Male,55+,direct,2021-01-11,2015-12-27,3,130818.57,43606.19,720.0,2562.0,3.0,3.0,4.0,334.0,Loyal Customers,East,2015,12,2015-12
50668,27573,Viet Tri,2017-05-30,Female,25-34,organic_search,2021-05-02,2014-04-22,5,144840.19,28968.04,609.0,3176.0,4.0,3.0,4.0,434.0,Loyal Customers,East,2017,5,2017-05
50669,27573,Viet Tri,2021-07-01,Female,35-44,referral,2021-05-31,2014-06-23,6,216231.44,36038.57,580.0,3114.0,4.0,4.0,4.0,444.0,Champions,East,2021,7,2021-07
50671,27573,Viet Tri,2022-07-03,Male,25-34,paid_search,2019-02-21,2015-07-07,5,77151.88,15430.38,1410.0,2735.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2022,7,2022-07
50673,27574,Ha Long,2019-01-01,Male,18-24,paid_search,2022-08-26,2012-12-25,15,309459.96,20630.66,128.0,3659.0,5.0,5.0,5.0,555.0,Champions,East,2019,1,2019-01
50674,27574,Ha Long,2020-03-16,Female,18-24,organic_search,2021-02-23,2012-11-06,12,274994.38,22916.2,677.0,3708.0,4.0,5.0,5.0,455.0,Champions,East,2020,3,2020-03
50675,27574,Ha Long,2017-11-10,Female,35-44,email_campaign,2020-06-27,2013-03-28,10,183526.32,18352.63,918.0,3566.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2017,11,2017-11
50676,27574,Ha Long,2021-05-16,Female,25-34,social_media,2019-11-28,2013-12-25,7,130834.89,18690.7,1130.0,3294.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2021,5,2021-05
50677,27574,Ha Long,2018-02-05,Female,18-24,paid_search,2022-05-30,2012-11-10,14,421312.24,30093.73,216.0,3704.0,5.0,5.0,5.0,555.0,Champions,East,2018,2,2018-02
50678,27576,Viet Tri,2021-07-25,Female,55+,organic_search,2021-12-16,2013-01-03,11,339479.34,30861.76,381.0,3650.0,4.0,5.0,5.0,455.0,Champions,East,2021,7,2021-07
50679,27576,Viet Tri,2019-02-04,Male,45-54,organic_search,2022-09-28,2012-12-29,7,169002.53,24143.22,95.0,3655.0,5.0,4.0,4.0,544.0,Champions,East,2019,2,2019-02
50681,27576,Viet Tri,2022-05-23,Female,25-34,organic_search,2019-07-21,2015-07-15,4,113756.4,28439.1,1260.0,2727.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2022,5,2022-05
50682,27576,Viet Tri,2017-07-28,Female,55+,direct,2019-01-10,2013-01-17,8,211101.84,26387.73,1452.0,3636.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2017,7,2017-07
50684,27577,Viet Tri,2021-07-04,Female,18-24,referral,2019-02-01,2012-12-18,17,351274.81,20663.22,1430.0,3666.0,3.0,5.0,5.0,355.0,Loyal Customers,East,2021,7,2021-07
50686,27577,Viet Tri,2016-08-05,Female,18-24,paid_search,2021-04-30,2012-08-15,16,511554.05,31972.13,611.0,3791.0,4.0,5.0,5.0,455.0,Champions,East,2016,8,2016-08
50687,27577,Viet Tri,2021-12-01,Female,18-24,paid_search,2018-06-26,2013-04-09,8,189941.99,23742.75,1650.0,3554.0,2.0,4.0,4.0,244.0,At Risk,East,2021,12,2021-12
50688,27581,Ha Long,2019-12-27,Male,45-54,social_media,2022-03-28,2015-04-28,3,86688.12,28896.04,279.0,2805.0,4.0,3.0,3.0,433.0,Loyal Customers,East,2019,12,2019-12
50689,27581,Ha Long,2021-07-06,Female,18-24,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,7,2021-07
50690,27581,Ha Long,2020-12-24,Female,35-44,organic_search,2018-02-14,2015-08-25,2,51123.58,25561.79,1782.0,2686.0,2.0,2.0,2.0,222.0,Lost,East,2020,12,2020-12
50691,27581,Ha Long,2019-12-14,Male,25-34,paid_search,2020-08-26,2012-09-20,3,114442.95,38147.65,858.0,3755.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2019,12,2019-12
50692,27581,Ha Long,2022-02-24,Male,18-24,referral,,,0,0.0,,,,,,,,Never Purchased,East,2022,2,2022-02
50693,27582,Phu Ly,2019-01-27,Male,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2019,1,2019-01
50694,27582,Phu Ly,2019-11-09,Male,45-54,referral,2022-06-27,2022-06-27,1,22989.51,22989.51,188.0,188.0,5.0,1.0,2.0,512.0,New Customers,East,2019,11,2019-11
50695,27582,Phu Ly,2020-03-21,Female,25-34,social_media,2015-12-31,2015-12-31,1,1602.02,1602.02,2558.0,2558.0,1.0,1.0,1.0,111.0,Lost,East,2020,3,2020-03
50696,27582,Phu Ly,2018-04-05,Female,55+,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2018,4,2018-04
50697,27582,Phu Ly,2019-01-17,Female,45-54,paid_search,2016-01-01,2016-01-01,1,4005.12,4005.12,2557.0,2557.0,1.0,1.0,1.0,111.0,Lost,East,2019,1,2019-01
50698,27583,Bac Ninh,2018-07-23,Male,25-34,organic_search,2021-04-15,2013-03-30,8,201646.64,25205.83,626.0,3564.0,4.0,4.0,4.0,444.0,Champions,East,2018,7,2018-07
50699,27583,Bac Ninh,2021-08-12,Female,35-44,email_campaign,2015-12-30,2014-04-02,2,11934.32,5967.16,2559.0,3196.0,1.0,2.0,1.0,121.0,Lost,East,2021,8,2021-08
50700,27583,Bac Ninh,2019-09-24,Male,18-24,social_media,2021-04-11,2013-08-06,5,145210.39,29042.08,630.0,3435.0,4.0,3.0,4.0,434.0,Loyal Customers,East,2019,9,2019-09
50701,27583,Bac Ninh,2018-08-13,Female,45-54,email_campaign,2018-10-02,2014-08-03,5,75528.22,15105.64,1552.0,3073.0,2.0,3.0,3.0,233.0,At Risk,East,2018,8,2018-08
50702,27583,Bac Ninh,2022-05-04,Female,45-54,organic_search,2015-11-15,2014-04-03,2,78772.9,39386.45,2604.0,3195.0,1.0,2.0,3.0,123.0,Lost,East,2022,5,2022-05
50703,27584,Hanoi,2017-03-14,Male,55+,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2017,3,2017-03
50704,27584,Hanoi,2020-01-25,Male,18-24,paid_search,2015-12-29,2015-12-29,1,23465.57,23465.57,2560.0,2560.0,1.0,1.0,2.0,112.0,Lost,East,2020,1,2020-01
50706,27584,Hanoi,2021-06-03,Female,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,6,2021-06
50707,27584,Hanoi,2022-11-24,Female,18-24,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2022,11,2022-11
50708,27587,Phu Ly,2022-03-10,Male,18-24,email_campaign,2022-03-20,2012-11-14,28,548431.15,19586.83,287.0,3700.0,4.0,5.0,5.0,455.0,Champions,East,2022,3,2022-03
50709,27587,Phu Ly,2019-04-11,Female,35-44,paid_search,2022-02-05,2012-10-25,24,326373.2,13598.88,330.0,3720.0,4.0,5.0,5.0,455.0,Champions,East,2019,4,2019-04
50710,27587,Phu Ly,2019-04-30,Female,55+,paid_search,2022-11-25,2013-03-28,38,947175.45,24925.67,37.0,3566.0,5.0,5.0,5.0,555.0,Champions,East,2019,4,2019-04
50711,27587,Phu Ly,2022-12-30,Female,25-34,social_media,2022-05-22,2012-07-24,23,803639.75,34940.86,224.0,3813.0,5.0,5.0,5.0,555.0,Champions,East,2022,12,2022-12
50712,27587,Phu Ly,2014-12-05,Female,25-34,social_media,2022-12-03,2012-11-16,27,652029.82,24149.25,29.0,3698.0,5.0,5.0,5.0,555.0,Champions,East,2014,12,2014-12
50713,27589,Nam Dinh,2017-07-27,Male,35-44,social_media,2016-02-28,2016-02-28,1,12594.54,12594.54,2499.0,2499.0,1.0,1.0,1.0,111.0,Lost,East,2017,7,2017-07
50715,27589,Nam Dinh,2021-02-21,Female,35-44,email_campaign,2017-06-30,2013-04-29,3,73732.7,24577.57,2011.0,3534.0,2.0,3.0,3.0,233.0,At Risk,East,2021,2,2021-02
50716,27589,Nam Dinh,2022-03-09,Female,18-24,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2022,3,2022-03
50717,27589,Nam Dinh,2022-07-08,Male,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2022,7,2022-07
50719,27591,Phu Ly,2019-08-04,Male,35-44,organic_search,2018-05-12,2014-04-04,4,116012.73,29003.18,1695.0,3194.0,2.0,3.0,3.0,233.0,At Risk,East,2019,8,2019-08
50720,27591,Phu Ly,2021-11-23,Male,25-34,paid_search,2022-12-20,2016-02-25,4,72140.13,18035.03,12.0,2502.0,5.0,3.0,3.0,533.0,Loyal Customers,East,2021,11,2021-11
50722,27591,Phu Ly,2018-04-21,Female,25-34,social_media,2021-07-09,2014-10-18,5,135683.63,27136.73,541.0,2997.0,4.0,3.0,4.0,434.0,Loyal Customers,East,2018,4,2018-04
50723,27592,Bac Ninh,2018-09-25,Female,45-54,referral,2021-07-16,2012-07-31,7,277614.78,39659.25,534.0,3806.0,4.0,4.0,5.0,445.0,Champions,East,2018,9,2018-09
50724,27592,Bac Ninh,2015-11-25,Female,35-44,social_media,2021-05-30,2012-11-26,8,141503.74,17687.97,581.0,3688.0,4.0,4.0,4.0,444.0,Champions,East,2015,11,2015-11
50726,27592,Bac Ninh,2014-06-26,Male,25-34,social_media,2020-12-26,2013-09-01,7,262552.87,37507.55,736.0,3409.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2014,6,2014-06
50727,27592,Bac Ninh,2020-12-30,Male,35-44,social_media,2022-04-12,2016-04-22,6,141039.49,23506.58,264.0,2445.0,4.0,4.0,4.0,444.0,Champions,East,2020,12,2020-12
50729,27593,Bac Giang,2018-09-27,Female,45-54,direct,,,0,0.0,,,,,,,,Never Purchased,East,2018,9,2018-09
50730,27593,Bac Giang,2021-05-02,Male,25-34,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,5,2021-05
50731,27593,Bac Giang,2021-03-29,Male,25-34,email_campaign,,,0,0.0,,,,,,,,Never Purchased,East,2021,3,2021-03
50736,27596,Son Tay,2020-04-20,Male,18-24,social_media,2020-01-01,2012-12-23,9,122693.45,13632.61,1096.0,3661.0,3.0,4.0,3.0,343.0,Loyal Customers,East,2020,4,2020-04
50741,27597,Ninh Binh,2020-04-26,Female,45-54,social_media,2022-01-17,2013-12-18,15,434565.19,28971.01,349.0,3301.0,4.0,5.0,5.0,455.0,Champions,East,2020,4,2020-04
50743,27599,Ha Long,2018-09-20,Male,18-24,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2018,9,2018-09
50744,27599,Ha Long,2020-10-23,Male,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2020,10,2020-10
50746,27599,Ha Long,2021-11-22,Male,55+,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,11,2021-11
50747,27599,Ha Long,2017-06-04,Female,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2017,6,2017-06
50749,27601,Cam Pha,2020-11-09,Female,18-24,paid_search,2017-05-24,2013-12-20,2,45937.0,22968.5,2048.0,3299.0,2.0,2.0,2.0,222.0,Lost,East,2020,11,2020-11
50751,27601,Cam Pha,2015-09-26,Female,55+,social_media,2013-06-29,2013-06-29,1,11843.62,11843.62,3473.0,3473.0,1.0,1.0,1.0,111.0,Lost,East,2015,9,2015-09
50752,27601,Cam Pha,2022-03-04,Female,35-44,paid_search,2012-09-27,2012-09-27,1,1094.15,1094.15,3748.0,3748.0,1.0,1.0,1.0,111.0,Lost,East,2022,3,2022-03
50753,27603,Cam Pha,2015-09-04,Female,55+,social_media,2021-09-12,2013-02-01,24,557704.68,23237.7,476.0,3621.0,4.0,5.0,5.0,455.0,Champions,East,2015,9,2015-09
50755,27603,Cam Pha,2020-05-28,Male,18-24,organic_search,2022-11-01,2012-07-11,21,896498.26,42690.39,61.0,3826.0,5.0,5.0,5.0,555.0,Champions,East,2020,5,2020-05
50756,27603,Cam Pha,2015-11-02,Female,25-34,organic_search,2021-07-06,2012-07-25,28,768395.94,27442.71,544.0,3812.0,4.0,5.0,5.0,455.0,Champions,East,2015,11,2015-11
50757,27603,Cam Pha,2013-01-15,Female,18-24,email_campaign,2022-05-21,2012-09-06,25,768846.52,30753.86,225.0,3769.0,5.0,5.0,5.0,555.0,Champions,East,2013,1,2013-01
50758,27604,Ha Long,2018-09-03,Female,45-54,organic_search,2022-08-12,2012-11-14,10,255169.82,25516.98,142.0,3700.0,5.0,4.0,4.0,544.0,Champions,East,2018,9,2018-09
50759,27604,Ha Long,2017-03-24,Male,18-24,social_media,2020-04-19,2013-06-27,8,324551.16,40568.9,987.0,3475.0,3.0,4.0,5.0,345.0,Loyal Customers,East,2017,3,2017-03
50761,27604,Ha Long,2020-10-06,Male,25-34,direct,2022-04-28,2014-07-16,5,101246.21,20249.24,248.0,3091.0,5.0,3.0,3.0,533.0,Loyal Customers,East,2020,10,2020-10
50762,27604,Ha Long,2017-11-07,Female,25-34,organic_search,2022-08-20,2013-06-21,16,222126.15,13882.88,134.0,3481.0,5.0,5.0,4.0,554.0,Champions,East,2017,11,2017-11
50763,27605,Son Tay,2015-03-22,Male,25-34,direct,2017-08-03,2017-08-03,1,16244.22,16244.22,1977.0,1977.0,2.0,1.0,1.0,211.0,Lost,East,2015,3,2015-03
50764,27605,Son Tay,2018-12-22,Female,35-44,direct,2015-05-26,2013-03-18,4,84604.58,21151.14,2777.0,3576.0,1.0,3.0,3.0,133.0,At Risk,East,2018,12,2018-12
50765,27605,Son Tay,2020-06-07,Male,25-34,organic_search,2012-09-24,2012-09-24,1,22279.64,22279.64,3751.0,3751.0,1.0,1.0,1.0,111.0,Lost,East,2020,6,2020-06
50767,27605,Son Tay,2016-01-26,Female,25-34,organic_search,2019-08-22,2019-08-22,1,19764.29,19764.29,1228.0,1228.0,3.0,1.0,1.0,311.0,About To Sleep,East,2016,1,2016-01
50768,27606,Nam Dinh,2021-11-23,Male,25-34,organic_search,2020-05-23,2013-09-01,10,211370.04,21137.0,953.0,3409.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2021,11,2021-11
50769,27606,Nam Dinh,2015-03-25,Male,35-44,email_campaign,2020-04-03,2013-02-19,5,127263.37,25452.67,1003.0,3603.0,3.0,3.0,4.0,334.0,Loyal Customers,East,2015,3,2015-03
50770,27606,Nam Dinh,2018-07-11,Male,35-44,paid_search,2019-04-20,2016-04-11,3,102811.04,34270.35,1352.0,2456.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2018,7,2018-07
50771,27606,Nam Dinh,2021-02-01,Male,55+,organic_search,2021-07-24,2013-06-29,8,125998.14,15749.77,526.0,3473.0,4.0,4.0,4.0,444.0,Champions,East,2021,2,2021-02
50772,27606,Nam Dinh,2013-09-08,Female,25-34,direct,2019-09-09,2014-01-20,9,198702.27,22078.03,1210.0,3268.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2013,9,2013-09
50773,27607,Thai Nguyen,2015-02-15,Male,55+,email_campaign,2018-03-18,2014-08-02,2,37989.74,18994.87,1750.0,3074.0,2.0,2.0,2.0,222.0,Lost,East,2015,2,2015-02
50774,27607,Thai Nguyen,2022-11-02,Female,45-54,email_campaign,2022-11-04,2021-09-21,3,60328.07,20109.36,58.0,467.0,5.0,3.0,3.0,533.0,Loyal Customers,East,2022,11,2022-11
50776,27607,Thai Nguyen,2015-10-06,Male,25-34,referral,2022-09-09,2017-06-24,5,65970.9,13194.18,114.0,2017.0,5.0,3.0,3.0,533.0,Loyal Customers,East,2015,10,2015-10
50777,27607,Thai Nguyen,2018-02-11,Male,55+,social_media,2016-08-30,2012-08-29,3,58136.29,19378.76,2315.0,3777.0,1.0,3.0,2.0,132.0,At Risk,East,2018,2,2018-02
50779,27608,Bac Ninh,2022-05-13,Male,35-44,paid_search,2015-07-24,2015-07-24,1,55056.55,55056.55,2718.0,2718.0,1.0,1.0,2.0,112.0,Lost,East,2022,5,2022-05
50780,27608,Bac Ninh,2017-02-19,Female,25-34,social_media,2018-02-17,2018-02-17,1,67071.92,67071.92,1779.0,1779.0,2.0,1.0,3.0,213.0,Lost,East,2017,2,2017-02
50781,27608,Bac Ninh,2016-04-16,Female,25-34,social_media,2019-04-29,2019-04-29,1,25467.32,25467.32,1343.0,1343.0,3.0,1.0,2.0,312.0,About To Sleep,East,2016,4,2016-04
50783,27609,Lao Cai,2021-08-04,Male,25-34,organic_search,2021-11-11,2013-05-02,7,264905.78,37843.68,416.0,3531.0,4.0,4.0,4.0,444.0,Champions,East,2021,8,2021-08
50784,27609,Lao Cai,2018-04-27,Female,45-54,organic_search,2017-05-22,2014-03-26,2,19135.1,9567.55,2050.0,3203.0,2.0,2.0,1.0,221.0,Lost,East,2018,4,2018-04
50785,27609,Lao Cai,2013-02-17,Non-binary,45-54,email_campaign,2020-05-15,2014-07-14,7,126696.13,18099.45,961.0,3093.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2013,2,2013-02
50786,27609,Lao Cai,2015-11-01,Female,45-54,organic_search,2015-05-22,2015-05-22,1,32021.76,32021.76,2781.0,2781.0,1.0,1.0,2.0,112.0,Lost,East,2015,11,2015-11
50788,27610,Cam Pha,2018-03-22,Female,35-44,social_media,2020-04-14,2013-01-19,6,146034.93,24339.16,992.0,3634.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2018,3,2018-03
50790,27610,Cam Pha,2022-01-08,Male,45-54,social_media,2021-05-17,2015-05-31,8,263113.41,32889.18,594.0,2772.0,4.0,4.0,4.0,444.0,Champions,East,2022,1,2022-01
50791,27610,Cam Pha,2017-01-12,Female,45-54,email_campaign,2019-08-22,2012-08-12,12,206901.98,17241.83,1228.0,3794.0,3.0,5.0,4.0,354.0,Loyal Customers,East,2017,1,2017-01
50792,27610,Cam Pha,2019-06-15,Female,45-54,referral,2022-03-18,2015-01-10,17,340431.96,20025.41,289.0,2913.0,4.0,5.0,5.0,455.0,Champions,East,2019,6,2019-06
50793,27612,Lao Cai,2021-12-21,Female,45-54,social_media,2019-05-08,2012-07-06,10,214219.24,21421.92,1334.0,3831.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2021,12,2021-12
