product_id,product_name,category,segment,size,color,price,cogs,gross_margin_pct,profit_per_unit,avg_rating,review_count,total_returns,total_return_qty,total_refund
2345,VietMotion UE-19,Streetwear,Performance,M,purple,5244.730035211268,4313.265980957745,17.76,931.46,4.01,157,53,154,696202.12
2346,VietMotion UE-20,Streetwear,Performance,L,green,30.14940374371988,18.38333694095801,39.03,11.77,,0,0,0,0.0
2347,VietMotion UE-21,Streetwear,Performance,XL,silver,18.79990286711682,11.468912441536114,38.99,7.33,,0,0,0,0.0
2348,VietMotion UE-22,Streetwear,Performance,S,pink,9921.92680327869,6549.463882844263,33.99,3372.46,3.71,17,8,16,112952.86
2349,VietMotion UE-23,Streetwear,Performance,M,yellow,27.987049096151683,17.254118409010175,38.35,10.73,,0,0,0,0.0
2350,VietMotion UE-24,Streetwear,Performance,L,red,4649.896261682243,4417.401448598131,5.0,232.49,3.89,153,52,120,484550.33999999997
2351,VietMotion UE-25,Streetwear,Performance,XL,black,28.87321051425695,16.38661896742625,43.25,12.49,,0,0,0,0.0
2352,VietMotion UE-26,Streetwear,Performance,S,orange,4441.3230201342285,3680.968519087248,17.12,760.35,3.99,135,39,101,390225.66
280,LotusWear UE-01,Streetwear,Performance,S,red,12596.85,11967.0075,5.0,629.84,3.21,14,5,17,163938.13
281,LotusWear UE-02,Streetwear,Performance,M,black,15746.85,8750.524545,44.43,6996.33,3.67,3,0,0,0.0
282,LotusWear UE-03,Streetwear,Performance,L,orange,14486.85,12008.149965,17.11,2478.7,5.0,2,2,9,104030.14000000001
283,LotusWear UE-04,Streetwear,Performance,XL,blue,24.02485915276915,15.410534354868703,35.86,8.61,,0,0,0,0.0
284,LotusWear UE-05,Streetwear,Performance,S,white,31.046488659482907,18.375704197914345,40.81,12.67,,0,0,0,0.0
285,LotusWear UE-06,Streetwear,Performance,M,purple,38.924362608567606,22.89974173500181,41.17,16.02,,0,0,0,0.0
286,LotusWear UE-07,Streetwear,Performance,L,green,70.41979203295656,42.38509330694976,39.81,28.03,,0,0,0,0.0
287,LotusWear UE-08,Streetwear,Performance,XL,silver,35.510595798089696,19.697606635190883,44.53,15.81,,0,0,0,0.0
288,LotusWear UE-09,Streetwear,Performance,S,pink,36.70893391230743,20.80032217120737,43.34,15.91,,0,0,0,0.0
289,LotusWear UE-10,Streetwear,Performance,M,yellow,10606.05,10075.7475,5.0,530.3,5.0,1,0,0,0.0
290,LotusWear UE-11,Streetwear,Performance,L,red,32.14386581904002,20.051451554107025,37.62,12.09,,0,0,0,0.0
291,LotusWear UE-12,Streetwear,Performance,XL,black,9887.85,9393.4575,5.0,494.39,5.0,2,0,0,0.0
292,LotusWear UE-13,Streetwear,Performance,S,orange,8269.868691588787,7282.446369813084,11.94,987.42,4.17,6,1,5,36204.3
293,LotusWear UE-14,Streetwear,Performance,M,blue,8405.192465753425,6159.3250389041095,26.72,2245.87,,0,0,0,0.0
294,LotusWear UE-15,Streetwear,Performance,L,white,9446.85,8663.706135,8.29,783.14,4.0,1,0,0,0.0
295,LotusWear UE-16,Streetwear,Performance,XL,purple,12596.85,8588.53233,31.82,4008.32,3.84,19,4,9,86138.93
296,LotusWear UE-17,Streetwear,Performance,S,green,27716.85,14598.464895,47.33,13118.39,4.0,1,0,0,0.0
297,LotusWear UE-18,Streetwear,Performance,M,silver,8483.475,6521.247232500001,23.13,1962.23,3.67,3,1,1,8173.46
298,LotusWear UE-19,Streetwear,Performance,L,pink,15.371136750824675,8.581396177699897,44.17,6.79,,0,0,0,0.0
299,LotusWear UE-20,Streetwear,Performance,XL,yellow,8584.023913043478,4506.6125543478265,47.5,4077.41,4.11,9,3,10,74146.98
300,LotusWear UE-21,Streetwear,Performance,S,red,9320.85,6524.595,30.0,2796.26,4.0,2,1,2,9360.2
301,LotusWear UE-22,Streetwear,Performance,M,black,32.76610017965032,19.997649343041985,38.97,12.77,,0,0,0,0.0
302,LotusWear UE-23,Streetwear,Performance,L,orange,33.92296043112892,19.489925051074124,42.55,14.43,,0,0,0,0.0
303,LotusWear UE-24,Streetwear,Performance,XL,blue,88.70327802926064,52.23998262488708,41.11,36.46,,0,0,0,0.0
304,LotusWear UE-25,Streetwear,Performance,S,white,11204.147872340429,7121.356387659575,36.44,4082.79,3.5,4,0,0,0.0
305,LotusWear UE-26,Streetwear,Performance,M,purple,18589.783333333333,11094.382693333331,40.32,7495.4,4.29,7,5,14,213532.38
306,LotusWear UE-27,Streetwear,Performance,L,green,14648.60675675676,7768.156163108108,46.97,6880.45,4.0,9,5,20,258380.8
307,LotusWear UE-28,Streetwear,Performance,XL,silver,13856.85,8174.155815000001,41.01,5682.69,4.0,6,2,5,63568.469999999994
308,LotusWear UE-29,Streetwear,Performance,S,pink,15162.94756097561,10231.95701414634,32.52,4930.99,4.4,5,1,4,60136.42
309,LotusWear UE-30,Streetwear,Performance,M,yellow,40950.0,30319.38,25.96,10630.62,,0,0,0,0.0
310,LotusWear UE-31,Streetwear,Performance,L,red,11336.85,10173.68919,10.26,1163.16,,0,0,0,0.0
311,LotusWear UE-32,Streetwear,Performance,XL,black,7633.679268292683,6058.087867317074,20.64,1575.59,4.29,7,4,9,62668.98
312,LotusWear UE-33,Streetwear,Performance,S,orange,9320.85,8854.8075,5.0,466.04,4.0,1,0,0,0.0
313,LotusWear UE-34,Streetwear,Performance,M,blue,9131.85,5436.190305,40.47,3695.66,4.33,3,0,0,0.0
314,LotusWear UE-35,Streetwear,Performance,L,white,30.66296621161576,17.749852045999173,42.11,12.91,,0,0,0,0.0
315,LotusWear UE-36,Streetwear,Performance,XL,purple,37.36068457495183,21.87719413339984,41.44,15.48,,0,0,0,0.0
316,LotusWear UE-37,Streetwear,Performance,S,green,32.658830942362144,20.310676884020182,37.81,12.35,,0,0,0,0.0
317,LotusWear UE-38,Streetwear,Performance,M,silver,20.749637672379645,12.028817514186477,42.03,8.72,,0,0,0,0.0
318,LotusWear UE-39,Streetwear,Performance,L,pink,10553.85,5995.642185,43.19,4558.21,,0,0,0,0.0
319,LotusWear UE-40,Streetwear,Performance,XL,yellow,13226.85,10914.79662,17.48,2312.05,2.0,1,0,0,0.0
320,LotusWear UE-41,Streetwear,Performance,S,red,52.30694353353064,31.731508497155808,39.34,20.58,,0,0,0,0.0
321,LotusWear UE-42,Streetwear,Performance,M,black,11235.502173913044,10673.727065217392,5.0,561.78,3.75,12,1,2,19800.48
322,LotusWear UE-43,Streetwear,Performance,L,orange,8816.85,7946.626905,9.87,870.22,4.0,16,13,39,281610.31
323,LotusWear UE-44,Streetwear,Performance,XL,blue,9450.0,6288.975,33.45,3161.02,1.0,1,1,1,7883.13
324,LotusWear UE-45,Streetwear,Performance,S,white,13905.652816901407,7827.491970633802,43.71,6078.16,4.67,6,2,4,48097.54
325,LotusWear UE-46,Streetwear,Performance,M,purple,6645.975000000001,4429.5423375,33.35,2216.43,3.5,4,2,5,28510.620000000003
326,LotusWear UE-47,Streetwear,Performance,L,green,8344.35,5868.581355,29.67,2475.77,5.0,2,0,0,0.0
327,LotusWear UE-48,Streetwear,Performance,XL,silver,14014.35,13313.6325,5.0,700.72,3.25,4,1,1,13048.11
328,LotusWear UE-49,Streetwear,Performance,S,pink,44.73576139954138,26.734316490441223,40.24,18.0,,0,0,0,0.0
329,LotusWear UE-50,Streetwear,Performance,M,yellow,45.4409090092245,28.00828205880248,38.36,17.43,,0,0,0,0.0
330,LotusWear UE-51,Streetwear,Performance,L,red,6926.85,6520.93659,5.86,405.91,,0,0,0,0.0
331,LotusWear UE-52,Streetwear,Performance,XL,black,11147.85,10590.4575,5.0,557.39,3.67,3,1,2,19975.82
332,LotusWear UE-53,Streetwear,Performance,S,orange,11613.773076923078,9075.002282307692,21.86,2538.77,4.43,14,1,1,9836.55
333,LotusWear UE-54,Streetwear,Performance,M,blue,9807.470689655172,8751.20609637931,10.77,1056.26,3.74,46,10,26,232706.13
334,LotusWear UE-55,Streetwear,Performance,L,white,25196.85,23937.0075,5.0,1259.84,4.29,7,1,1,23474.57
335,LotusWear UE-56,Streetwear,Performance,XL,purple,10391.85,9872.2575,5.0,519.59,3.93,14,4,8,65642.12
336,LotusWear UE-57,Streetwear,Performance,S,green,11336.85,10770.0075,5.0,566.84,4.25,4,1,3,24707.92
337,LotusWear UE-58,Streetwear,Performance,M,silver,18896.85,11857.773375,37.25,7039.08,,0,0,0,0.0
338,LotusWear UE-59,Streetwear,Performance,L,pink,17636.85,11541.55464,34.56,6095.3,3.25,8,3,5,72037.31
339,LotusWear UE-60,Streetwear,Performance,XL,yellow,9215.85,6827.101680000001,25.92,2388.75,3.5,2,2,2,17835.04
340,LotusWear UE-61,Streetwear,Performance,S,red,23.017274933735184,14.815827981168097,35.63,8.2,,0,0,0,0.0
341,LotusWear UE-62,Streetwear,Performance,M,black,5011.65,4215.79998,15.88,795.85,5.0,1,0,0,0.0
342,LotusWear UE-63,Streetwear,Performance,L,orange,8412.978526645767,7352.101934435736,12.61,1060.88,3.72,57,11,24,186487.17
343,LotusWear UE-64,Streetwear,Performance,XL,blue,58.03914660691861,36.17331656881759,37.67,21.87,,0,0,0,0.0
344,LotusWear UE-65,Streetwear,Performance,S,white,18.9018457283694,10.80229213829515,42.85,8.1,,0,0,0,0.0
345,LotusWear UE-66,Streetwear,Performance,M,purple,41.87725491953321,23.16307661535843,44.69,18.71,,0,0,0,0.0
346,LotusWear UE-67,Streetwear,Performance,L,green,12596.85,11967.0075,5.0,629.84,4.0,3,1,6,69310.32
347,LotusWear UE-68,Streetwear,Performance,XL,silver,40950.0,38902.5,5.0,2047.5,4.5,2,3,4,153907.86
348,LotusWear UE-69,Streetwear,Performance,S,pink,7556.85,5611.71681,25.74,1945.13,3.5,2,0,0,0.0
349,LotusWear UE-70,Streetwear,Performance,M,yellow,6296.85,5735.170980000001,8.92,561.68,4.33,15,3,6,34741.86
350,LotusWear UE-71,Streetwear,Performance,L,red,6949.759090909091,6602.271136363636,5.0,347.49,4.33,6,0,0,0.0
351,LotusWear UE-72,Streetwear,Performance,XL,black,14045.85,8674.71696,38.24,5371.13,,0,0,0,0.0
352,LotusWear UE-73,Streetwear,Performance,S,orange,12596.85,11250.246735,10.69,1346.6,4.5,2,1,2,23240.34
353,LotusWear UE-74,Streetwear,Performance,M,blue,20786.85,15267.941325,26.55,5518.91,4.0,1,0,0,0.0
354,LotusWear UE-75,Streetwear,Performance,L,white,13924.604716981134,13228.374481132076,5.0,696.23,,0,0,0,0.0
355,LotusWear UE-76,Streetwear,Performance,XL,purple,5576.85,2954.61513,47.02,2622.23,5.0,1,1,2,7921.24
356,LotusWear UE-77,Streetwear,Performance,S,green,5234.413106796117,4911.449818106797,6.17,322.96,4.4,15,3,20,92049.66
357,LotusWear UE-78,Streetwear,Performance,M,silver,79.5338128673553,45.82948301916322,42.38,33.7,,0,0,0,0.0
358,LotusWear UE-79,Streetwear,Performance,L,pink,22.282140205705893,13.581138101656684,39.05,8.7,,0,0,0,0.0
359,LotusWear UE-80,Streetwear,Performance,XL,yellow,13730.850000000002,13044.3075,5.0,686.54,3.78,9,8,19,243226.49
360,LotusWear UE-81,Streetwear,Performance,S,red,9338.85,6702.492645,28.23,2636.36,,0,0,0,0.0
361,LotusWear UE-82,Streetwear,Performance,M,black,5023.154347826087,3094.2630782608694,38.4,1928.89,5.0,2,0,0,0.0
362,LotusWear UE-83,Streetwear,Performance,L,orange,8816.85,4773.442590000001,45.86,4043.41,4.09,33,12,25,191350.88
363,LotusWear UE-84,Streetwear,Performance,XL,blue,26.40308628776172,14.657477477353249,44.49,11.75,,0,0,0,0.0
364,LotusWear UE-85,Streetwear,Performance,S,white,14297.85,8923.288185000001,37.59,5374.56,,0,0,0,0.0
365,LotusWear UE-86,Streetwear,Performance,M,purple,7556.85,4276.421415000001,43.41,3280.43,,0,0,0,0.0
366,LotusWear UE-87,Streetwear,Performance,L,green,9131.85,6334.764345,30.63,2797.09,3.33,6,0,0,0.0
367,LotusWear UE-88,Streetwear,Performance,XL,silver,9257.85,8448.71391,8.74,809.14,,0,0,0,0.0
368,LotusWear UE-89,Streetwear,Performance,S,pink,9257.85,7730.304749999999,16.5,1527.55,,0,0,0,0.0
369,LotusWear UE-90,Streetwear,Performance,M,yellow,10489.213636363636,9695.180164090909,7.57,794.03,3.83,6,1,5,38662.41
370,LotusWear UE-91,Streetwear,Performance,L,red,6485.85,3774.7647,41.8,2711.09,,0,0,0,0.0
371,LotusWear UE-92,Streetwear,Performance,XL,black,9446.85,8974.5075,5.0,472.34,4.0,12,1,6,51987.22
372,LotusWear UE-93,Streetwear,Performance,S,orange,11966.85,6104.290185,48.99,5862.56,3.67,3,0,0,0.0
373,LotusWear UE-94,Streetwear,Performance,M,blue,4532.85,3197.4723900000004,29.46,1335.38,5.0,1,1,4,17770.04
374,LotusWear UE-95,Streetwear,Performance,L,white,34.462112977447376,20.664745106520115,40.04,13.8,,0,0,0,0.0
375,LotusWear UE-96,Streetwear,Performance,XL,purple,9362.19375,7022.581531875,24.99,2339.61,4.0,11,2,3,25654.63
376,LotusWear UE-97,Streetwear,Performance,S,green,27.074971448519623,16.507184606053585,39.03,10.57,,0,0,0,0.0
377,LotusWear UE-98,Streetwear,Performance,M,silver,17.80954638992059,10.390523722361548,41.66,7.42,,0,0,0,0.0
378,LotusWear UE-99,Streetwear,Performance,L,pink,9446.85,5805.089325,38.55,3641.76,,0,0,0,0.0
379,LotusWear UE-00,Streetwear,Performance,XL,yellow,6296.85,5142.00771,18.34,1154.84,4.67,3,0,0,0.0
380,LotusWear UE-01,Streetwear,Performance,S,red,34.03621789696054,21.34381341794018,37.29,12.69,,0,0,0,0.0
381,LotusWear UE-02,Streetwear,Performance,M,black,21.651581808104726,12.139172074290292,43.93,9.51,,0,0,0,0.0
382,LotusWear UE-03,Streetwear,Performance,L,orange,11147.85,10315.105605,7.47,832.74,3.33,3,1,4,20887.84
383,LotusWear UE-04,Streetwear,Performance,XL,blue,7286.85,6664.5530100000005,8.54,622.3,4.0,16,3,7,48546.659999999996
384,LotusWear UE-05,Streetwear,Performance,S,white,12596.850000000002,10771.566435,14.49,1825.28,4.0,1,0,0,0.0
385,LotusWear UE-06,Streetwear,Performance,M,purple,8816.85,7770.289905,11.87,1046.56,3.71,7,1,2,12956.66
386,LotusWear UE-07,Streetwear,Performance,L,green,5761.350000000001,3392.28288,41.12,2369.07,,0,0,0,0.0
396,SaigonFlex UM-01,Streetwear,Balanced,S,green,11028.42869470343,10091.01225565364,8.5,937.42,4.04,658,208,579,5507366.32
397,SaigonFlex UM-02,Streetwear,Balanced,M,silver,17955.91601226994,17058.120211656442,5.0,897.8,,0,0,0,0.0
398,SaigonFlex UM-03,Streetwear,Balanced,L,pink,18902.079677419355,15269.099963419354,19.22,3632.98,3.57,7,1,1,14144.79
399,SaigonFlex UM-04,Streetwear,Balanced,XL,yellow,40.02230694329042,22.312987555176583,44.25,17.71,,0,0,0,0.0
400,SaigonFlex UM-05,Streetwear,Balanced,S,red,9886.802879868348,7227.252905183763,26.9,2659.55,3.93,216,78,191,1616402.85
401,SaigonFlex UM-06,Streetwear,Balanced,M,black,11384.1,10814.895,5.0,569.2,2.86,7,3,3,26354.97
402,SaigonFlex UM-07,Streetwear,Balanced,L,orange,12352.398169014086,11202.389899478874,9.31,1150.01,3.69,51,12,28,302160.93
403,SaigonFlex UM-08,Streetwear,Balanced,XL,blue,13752.81,7730.454500999999,43.79,6022.36,3.58,12,4,8,109412.57
404,SaigonFlex UM-09,Streetwear,Balanced,S,white,22378.448212290503,17936.326242150837,19.85,4442.12,4.0,23,11,28,512930.19
405,SaigonFlex UM-10,Streetwear,Balanced,M,purple,22994.37,14155.334172000004,38.44,8839.04,3.83,35,12,24,495655.91
406,SaigonFlex UM-11,Streetwear,Balanced,L,green,23003.533636363634,15607.897572272726,32.15,7395.64,4.12,8,3,6,132490.96
407,SaigonFlex UM-12,Streetwear,Balanced,XL,silver,19779.22981322719,18790.26832256583,5.0,988.96,4.02,272,93,231,3928858.67
408,SaigonFlex UM-13,Streetwear,Balanced,S,pink,16386.067674418606,15566.764290697674,5.0,819.3,4.0,7,1,3,40572.49
409,SaigonFlex UM-14,Streetwear,Balanced,M,yellow,11606.281900452488,10763.665834479638,7.26,842.62,4.02,235,83,226,2296319.71
410,SaigonFlex UM-15,Streetwear,Balanced,L,red,17643.046721311475,16760.8943852459,5.0,882.15,3.77,47,9,22,339415.2
411,SaigonFlex UM-16,Streetwear,Balanced,XL,black,22.925052456218573,14.278155394319832,37.72,8.65,,0,0,0,0.0
412,SaigonFlex UM-17,Streetwear,Balanced,S,orange,19533.022173913043,17015.21561569565,12.89,2517.81,3.74,23,11,28,486755.07
413,SaigonFlex UM-18,Streetwear,Balanced,M,blue,14675.85,10280.432925,29.95,4395.42,,0,1,4,52503.65
414,SaigonFlex UM-19,Streetwear,Balanced,L,white,6484.525568181818,4763.532482386364,26.54,1720.99,3.78,9,6,20,115659.23999999999
415,SaigonFlex UM-20,Streetwear,Balanced,XL,purple,9929.025555555556,9299.525335333334,6.34,629.5,4.02,58,25,68,601472.64
416,SaigonFlex UM-21,Streetwear,Balanced,S,green,10765.597500000002,9498.48667425,11.77,1267.11,4.0,1,1,2,18524.87
417,SaigonFlex UM-22,Streetwear,Balanced,M,silver,11199.107872340424,8260.461966638297,26.24,2938.65,3.4,5,3,9,85682.29000000001
418,SaigonFlex UM-23,Streetwear,Balanced,L,pink,10896.09205263158,9394.610567778947,13.78,1501.48,3.88,104,32,77,719752.26
419,SaigonFlex UM-24,Streetwear,Balanced,XL,yellow,18774.585398230087,12475.711997123895,33.55,6298.87,3.9,10,6,16,255743.89
420,SaigonFlex UM-25,Streetwear,Balanced,S,red,14672.77455621302,13939.135828402366,5.0,733.64,3.89,63,21,50,595932.97
421,SaigonFlex UM-26,Streetwear,Balanced,M,black,21110.51634146341,17857.385773243903,15.41,3253.13,5.0,3,2,3,57766.92999999999
422,SaigonFlex UM-27,Streetwear,Balanced,L,orange,10127.632355305466,5669.448592500001,44.02,4458.18,4.05,133,64,157,1394482.44
423,SaigonFlex UM-28,Streetwear,Balanced,XL,blue,12518.475688073391,11892.551903669722,5.0,625.92,3.78,27,9,21,195473.41
424,SaigonFlex UM-29,Streetwear,Balanced,S,white,20475.451545064378,12027.280237570814,41.26,8448.17,3.96,28,10,19,320984.26
425,SaigonFlex UM-30,Streetwear,Balanced,M,purple,12149.68174904943,11542.197661596958,5.0,607.48,3.94,35,10,24,215045.07
426,SaigonFlex UM-31,Streetwear,Balanced,L,green,11422.280511627909,9893.979379172091,13.38,1528.3,3.93,208,54,163,1546329.91
427,SaigonFlex UM-32,Streetwear,Balanced,XL,silver,12186.983009708738,8692.974980825244,28.67,3494.01,3.5,10,5,9,100162.84
428,SaigonFlex UM-33,Streetwear,Balanced,S,pink,14291.702003988035,13021.1696958335,8.89,1270.53,3.79,62,20,54,664098.49
429,SaigonFlex UM-34,Streetwear,Balanced,M,yellow,22679.37,16660.265202,26.54,6019.1,4.08,25,9,34,620186.2
430,SaigonFlex UM-35,Streetwear,Balanced,L,red,11001.0495,10450.997025,5.0,550.05,3.5,6,3,10,84494.7
431,SaigonFlex UM-36,Streetwear,Balanced,XL,black,12437.648350515465,9655.346414505157,22.37,2782.3,3.86,59,14,46,503070.85
432,SaigonFlex UM-37,Streetwear,Balanced,S,orange,11109.203179972936,10553.743020974289,5.0,555.46,3.91,281,98,273,2599283.24
433,SaigonFlex UM-38,Streetwear,Balanced,M,blue,11459.313318584072,6543.267904911505,42.9,4916.05,3.9,372,120,310,3057052.73
434,SaigonFlex UM-39,Streetwear,Balanced,L,white,61.55762709465135,36.90682186922416,40.05,24.65,,0,0,0,0.0
435,SaigonFlex UM-40,Streetwear,Balanced,XL,purple,20162.558053691275,19154.43015100671,5.0,1008.13,4.0,40,10,28,493829.4
436,SaigonFlex UM-41,Streetwear,Balanced,S,green,22367.919512195123,16637.258533170734,25.62,5730.66,4.47,19,5,19,343946.17000000004
437,SaigonFlex UM-42,Streetwear,Balanced,M,silver,9651.796875,9169.20703125,5.0,482.59,3.97,39,18,50,418246.77
438,SaigonFlex UM-43,Streetwear,Balanced,L,pink,11718.531191363438,6680.734632196296,42.99,5037.8,3.89,1148,375,971,9654909.83
439,SaigonFlex UM-44,Streetwear,Balanced,XL,yellow,12969.81,12321.3195,5.0,648.49,,0,0,0,0.0
440,SaigonFlex UM-45,Streetwear,Balanced,S,red,19538.72371179039,12420.766663585153,36.43,7117.96,4.2,35,7,14,225834.43
441,SaigonFlex UM-46,Streetwear,Balanced,M,black,24.20837585679796,14.981117116583182,38.12,9.23,,0,0,0,0.0
442,SaigonFlex UM-47,Streetwear,Balanced,L,orange,9240.095454545455,8778.090681818181,5.0,462.0,5.0,1,2,2,16383.32
443,SaigonFlex UM-48,Streetwear,Balanced,XL,blue,10801.314772663089,6176.1917870087545,42.82,4625.12,3.95,421,154,423,3984040.1
444,SaigonFlex UM-49,Streetwear,Balanced,S,white,13238.5575,12576.629625,5.0,661.93,4.5,2,0,0,0.0
445,SaigonFlex UM-50,Streetwear,Balanced,M,purple,10819.789797297297,7440.769443601352,31.23,3379.02,3.96,315,117,320,2942068.38
446,SaigonFlex UM-51,Streetwear,Balanced,L,green,29.11272586459657,17.27790013624841,40.65,11.83,,0,0,0,0.0
447,SaigonFlex UM-52,Streetwear,Balanced,XL,silver,18516.81586715867,14254.244854538743,23.02,4262.57,4.0,68,23,72,1214018.8599999999
448,SaigonFlex UM-53,Streetwear,Balanced,S,pink,45.85145292907159,26.348088233858423,42.54,19.5,,0,0,0,0.0
449,SaigonFlex UM-54,Streetwear,Balanced,M,yellow,12600.87163103917,11279.04019694316,10.49,1321.83,3.91,545,192,532,5672410.38
450,SaigonFlex UM-55,Streetwear,Balanced,L,red,20605.7840625,17102.800771874998,17.0,3502.98,3.91,32,8,15,256124.52000000002
451,SaigonFlex UM-56,Streetwear,Balanced,XL,black,11090.666339746598,8601.920813107461,22.44,2488.75,3.91,127,54,164,1566764.29
452,SaigonFlex UM-57,Streetwear,Balanced,S,orange,13107.434516129031,7168.455936870969,45.31,5938.98,4.0,1,0,0,0.0
453,SaigonFlex UM-58,Streetwear,Balanced,M,blue,20.23986700354174,12.789779049149818,36.81,7.45,,0,0,0,0.0
454,SaigonFlex UM-59,Streetwear,Balanced,L,white,36.26974685611732,22.847821927161068,37.01,13.42,,0,0,0,0.0
455,SaigonFlex UM-60,Streetwear,Balanced,XL,purple,11674.470652173914,8494.34484652174,27.24,3180.13,4.33,12,7,18,181107.06
456,SaigonFlex UM-61,Streetwear,Balanced,S,green,14175.284700544466,10311.102091176042,27.26,3864.18,3.79,76,26,70,837734.08
457,SaigonFlex UM-62,Streetwear,Balanced,M,silver,11969.920218340612,6455.377973751093,46.07,5514.54,3.99,90,31,98,1023611.43
458,SaigonFlex UM-63,Streetwear,Balanced,L,pink,21423.246923076924,16733.698171615386,21.89,4689.55,4.0,3,2,7,128447.75
459,SaigonFlex UM-64,Streetwear,Balanced,XL,yellow,12111.791176470588,8626.017675882353,28.78,3485.77,3.87,15,4,9,89366.98
460,SaigonFlex UM-65,Streetwear,Balanced,S,red,10932.551358574608,9115.56132277951,16.62,1816.99,4.22,55,16,46,440841.29000000004
461,SaigonFlex UM-66,Streetwear,Balanced,M,black,13863.650487804878,13170.467963414634,5.0,693.18,3.93,124,38,95,1115585.48
462,SaigonFlex UM-67,Streetwear,Balanced,L,orange,24321.97975609756,20085.09088258537,17.42,4236.89,4.33,3,1,5,119365.26
463,SaigonFlex UM-68,Streetwear,Balanced,XL,blue,55.86047711324281,34.60387004336497,38.05,21.26,,0,0,0,0.0
464,SaigonFlex UM-69,Streetwear,Balanced,S,white,7809.460209424084,4229.603649424084,45.84,3579.86,3.67,9,6,20,127655.5
465,SaigonFlex UM-70,Streetwear,Balanced,M,purple,14179.444183976262,13470.471974777449,5.0,708.97,,0,0,0,0.0
466,SaigonFlex UM-71,Streetwear,Balanced,L,green,11204.621320754715,8977.14260218868,19.88,2227.48,3.5,6,0,0,0.0
467,SaigonFlex UM-72,Streetwear,Balanced,XL,silver,11081.167628705149,6350.61716801092,42.69,4730.55,4.05,227,76,240,2280141.85
468,SaigonFlex UM-73,Streetwear,Balanced,S,pink,17.409337603805483,10.048922339220054,42.28,7.36,,0,0,0,0.0
469,SaigonFlex UM-74,Streetwear,Balanced,M,yellow,35.6537219313758,21.713939069448784,39.1,13.94,,0,0,0,0.0
470,SaigonFlex UM-75,Streetwear,Balanced,L,red,12524.873693181818,7330.8085726193185,41.47,5194.07,3.96,138,54,118,1206715.59
471,SaigonFlex UM-76,Streetwear,Balanced,XL,black,11232.976407322654,10671.32758695652,5.0,561.65,4.04,68,14,37,366845.01999999996
472,SaigonFlex UM-77,Streetwear,Balanced,S,orange,11541.579742765272,10964.500755627008,5.0,577.08,3.93,112,42,112,1085345.96
473,SaigonFlex UM-78,Streetwear,Balanced,M,blue,18458.3,13679.446129999998,25.89,4778.85,3.91,11,5,9,119643.86
474,SaigonFlex UM-79,Streetwear,Balanced,L,white,36.743197912068986,21.535092385273764,41.39,15.21,,0,0,0,0.0
475,SaigonFlex UM-80,Streetwear,Balanced,XL,purple,12606.228520360584,10040.861016467206,20.35,2565.37,3.99,801,265,733,7958581.64
476,SaigonFlex UM-81,Streetwear,Balanced,S,green,23472.73046511628,14022.609179860465,40.26,9450.12,3.75,32,11,29,559647.05
477,SaigonFlex UM-82,Streetwear,Balanced,M,silver,16438.628181818185,10491.132505636364,36.18,5947.5,,0,0,0,0.0
478,SaigonFlex UM-83,Streetwear,Balanced,L,pink,17103.87,10599.268238999995,38.03,6504.6,3.9,29,7,23,342189.38
479,SaigonFlex UM-84,Streetwear,Balanced,XL,yellow,11566.749193548389,8072.434262177418,30.21,3494.31,4.13,15,7,24,259369.38
480,SaigonFlex UM-85,Streetwear,Balanced,S,red,45.27382942735669,25.31523330168555,44.08,19.96,,0,0,0,0.0
481,SaigonFlex UM-86,Streetwear,Balanced,M,black,9576.343636363636,9097.526454545456,5.0,478.82,4.0,5,3,5,35275.84
482,SaigonFlex UM-87,Streetwear,Balanced,L,orange,7907.13,6264.028386,20.78,1643.1,3.33,3,1,5,35393.52
483,SaigonFlex UM-88,Streetwear,Balanced,XL,blue,19535.011791044777,18558.261201492536,5.0,976.75,3.0,1,0,0,0.0
484,SaigonFlex UM-89,Streetwear,Balanced,S,white,15627.15,11739.11508,24.88,3888.03,4.5,4,4,9,128452.16
485,SaigonFlex UM-90,Streetwear,Balanced,M,purple,10231.442307692309,9719.870192307691,5.0,511.57,4.0,1,0,0,0.0
486,SaigonFlex UM-91,Streetwear,Balanced,L,green,11767.717834394904,6218.062103694268,47.16,5549.66,3.84,19,5,20,213913.13999999998
487,SaigonFlex UM-92,Streetwear,Balanced,XL,silver,13019.79912189546,11027.769856245455,15.3,1992.03,3.93,1190,415,1129,12241878.26
488,SaigonFlex UM-93,Streetwear,Balanced,S,pink,12855.294845488255,8786.594026891224,31.65,4068.7,3.95,106,42,107,1161202.51
489,SaigonFlex UM-94,Streetwear,Balanced,M,yellow,10349.290430769232,7115.137171153847,31.25,3234.15,3.75,77,28,76,654969.02
490,SaigonFlex UM-95,Streetwear,Balanced,L,red,9468.391211401426,5174.475797030879,45.35,4293.92,3.95,42,5,7,51002.01
491,SaigonFlex UM-96,Streetwear,Balanced,XL,black,11060.080544680852,10507.076517446809,5.0,553.0,3.96,839,273,754,7121041.39
492,SaigonFlex UM-97,Streetwear,Balanced,S,orange,11054.693628318582,9357.79815637168,15.35,1696.9,4.0,15,3,3,23880.19
493,SaigonFlex UM-98,Streetwear,Balanced,M,blue,11636.1,11054.295,5.0,581.81,4.09,81,25,59,584882.73
