return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount,product_name,category,segment,size,color,price,cogs,order_date,customer_id,order_source,device_type,days_to_return,return_year,return_month,return_ym
RET-005296,81061,1915,2013-06-17,not_as_described,2,10529.25,UrbanVN MA-08,Casual,All-weather,XL,purple,5795.885337423313,3976.556930006135,2013-05-30,154115,paid_search,tablet,18,2013,6,2013-06
RET-005297,81070,826,2013-06-06,not_as_described,7,76613.57,HanoiStreet UM-10,Streetwear,Balanced,L,green,12730.405428472704,12093.885157049066,2013-05-28,143542,organic_search,tablet,9,2013,6,2013-06
RET-005298,81079,1000,2013-06-20,not_as_described,2,2028.2,HanoiStreet YY-01,GenZ,Trendy,S,red,1188.3481205164992,915.3845572338593,2013-05-31,151490,social_media,mobile,20,2013,6,2013-06
RET-005299,81080,2218,2013-06-13,wrong_size,2,3262.66,VietMotion RP-15,Outdoor,Activewear,L,pink,1768.2999241274658,1081.8458935811836,2013-05-28,142373,email_campaign,mobile,16,2013,6,2013-06
RET-005300,81080,2219,2013-06-14,wrong_size,3,4964.56,VietMotion RP-16,Outdoor,Activewear,XL,yellow,1768.2999241274658,1679.8849279210924,2013-05-28,142373,email_campaign,mobile,17,2013,6,2013-06
RET-005301,81094,1181,2013-06-07,wrong_size,2,9599.26,MekongFit UE-17,Streetwear,Performance,M,black,5039.37,2798.362161,2013-05-28,140253,social_media,mobile,10,2013,6,2013-06
RET-005304,81139,1474,2013-06-21,defective,1,3784.96,VietMode RP-66,Outdoor,Activewear,L,white,4111.74,3318.996528,2013-05-27,141443,direct,tablet,25,2013,6,2013-06
RET-005305,81184,1053,2013-06-07,not_as_described,1,3150.57,MekongFit MA-11,Casual,All-weather,M,blue,3460.8919000381534,3287.8473050362454,2013-05-27,134960,paid_search,mobile,11,2013,6,2013-06
RET-005306,81201,455,2013-06-08,wrong_size,3,32587.32,SaigonFlex UM-60,Streetwear,Balanced,XL,purple,11674.470652173914,8494.34484652174,2013-05-29,136375,social_media,tablet,10,2013,6,2013-06
RET-005307,81229,2262,2013-06-10,wrong_size,3,11158.43,VietMotion RP-59,Outdoor,Activewear,L,orange,3918.239568919638,3722.327590473656,2013-05-28,148968,organic_search,desktop,13,2013,6,2013-06
RET-005308,81229,2263,2013-06-12,late_delivery,4,14480.19,VietMotion RP-60,Outdoor,Activewear,XL,blue,3918.239568919638,3722.327590473656,2013-05-28,148968,organic_search,desktop,15,2013,6,2013-06
RET-005309,81254,609,2013-06-22,defective,3,26585.89,SaigonFlex UC-74,Streetwear,Everyday,M,yellow,10426.571033557047,8987.704230926174,2013-05-31,57877,organic_search,mobile,22,2013,6,2013-06
RET-005310,81255,2171,2013-06-16,defective,1,5548.39,PhoenixWear UC-01,Streetwear,Everyday,XL,black,5395.671662707839,3942.077716774347,2013-05-30,57943,organic_search,mobile,17,2013,6,2013-06
RET-005311,81256,2331,2013-06-11,not_as_described,1,6721.32,VietMotion UE-05,Streetwear,Performance,XL,black,7365.661770148853,6671.816431400832,2013-05-30,57986,referral,mobile,12,2013,6,2013-06
RET-005312,81286,571,2013-06-22,changed_mind,1,5711.03,SaigonFlex UC-36,Streetwear,Everyday,XL,black,6325.199999999999,6008.939999999999,2013-05-28,12816,organic_search,tablet,25,2013,6,2013-06
RET-005313,81291,2083,2013-06-22,not_as_described,1,3883.96,UrbanVN UC-18,Streetwear,Everyday,XL,blue,3872.079591474245,3180.913384396092,2013-05-30,11149,social_media,mobile,23,2013,6,2013-06
RET-005314,81308,400,2013-06-15,not_as_described,3,28603.52,SaigonFlex UM-05,Streetwear,Balanced,S,red,9886.802879868348,7227.252905183763,2013-05-28,14012,social_media,mobile,18,2013,6,2013-06
RET-005315,81311,981,2013-06-09,defective,6,11390.33,HanoiStreet UC-44,Streetwear,Everyday,M,black,2032.929931253305,1931.28343469064,2013-06-01,14655,organic_search,mobile,8,2013,6,2013-06
RET-005316,81323,2252,2013-06-15,wrong_size,2,2941.62,VietMotion RP-49,Outdoor,Activewear,S,orange,1621.5537476099423,1087.4139431472274,2013-05-29,1793,paid_search,tablet,17,2013,6,2013-06
RET-005317,81323,2253,2013-06-25,late_delivery,5,8091.83,VietMotion RP-50,Outdoor,Activewear,M,blue,1621.5537476099423,1250.8665609063096,2013-05-29,1793,paid_search,tablet,27,2013,6,2013-06
RET-005318,81340,954,2013-06-18,changed_mind,1,8103.02,HanoiStreet UC-17,Streetwear,Everyday,L,white,8325.9412900097,7430.902601333657,2013-05-29,3509,email_campaign,mobile,20,2013,6,2013-06
RET-005319,81358,499,2013-06-08,late_delivery,3,28615.48,SaigonFlex UM-04,Streetwear,Balanced,XL,yellow,11293.2135989011,6445.037000892857,2013-05-29,43840,email_campaign,mobile,10,2013,6,2013-06
RET-005320,81393,2331,2013-06-13,defective,1,6841.96,VietMotion UE-05,Streetwear,Performance,XL,black,7365.661770148853,6671.816431400832,2013-05-31,50838,paid_search,desktop,13,2013,6,2013-06
RET-005321,81399,559,2013-06-22,changed_mind,1,7242.21,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,7658.988223707352,6569.1141994737945,2013-06-01,60149,organic_search,mobile,21,2013,6,2013-06
RET-005323,81436,2091,2013-06-19,not_as_described,2,3836.91,UrbanVN UC-26,Streetwear,Everyday,XL,black,2019.996121076233,1168.1637568183855,2013-05-28,22073,organic_search,mobile,22,2013,6,2013-06
RET-005324,81475,1425,2013-06-07,late_delivery,2,6542.05,VietMode RP-17,Outdoor,Activewear,M,purple,3680.236655518395,2233.535626234114,2013-05-29,98603,organic_search,mobile,9,2013,6,2013-06
RET-005325,81485,2275,2013-06-28,wrong_size,7,30556.28,VietMotion RS-08,Outdoor,Premium,XL,purple,4487.59171875,3906.89735034375,2013-06-01,72716,paid_search,mobile,27,2013,6,2013-06
RET-005326,81493,638,2013-06-19,defective,1,12145.44,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775,2013-05-28,27878,social_media,desktop,22,2013,6,2013-06
RET-005327,81493,681,2013-06-10,changed_mind,1,8317.73,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.554838709679,8272.446178709677,2013-05-28,27878,social_media,desktop,13,2013,6,2013-06
RET-005328,81505,638,2013-06-11,changed_mind,1,11579.77,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775,2013-05-28,24140,referral,mobile,14,2013,6,2013-06
RET-005329,81574,635,2013-06-22,wrong_size,1,10228.18,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.220588235294,9205.430477941176,2013-05-28,114596,direct,tablet,25,2013,6,2013-06
RET-005330,81591,2253,2013-06-09,defective,1,1380.11,VietMotion RP-50,Outdoor,Activewear,M,blue,1621.5537476099423,1250.8665609063096,2013-05-29,103176,social_media,mobile,11,2013,6,2013-06
RET-005331,81595,495,2013-06-22,wrong_size,1,7875.31,SaigonFlex UM-00,Streetwear,Balanced,XL,purple,8656.966557377049,6242.53858452459,2013-06-01,105217,organic_search,mobile,21,2013,6,2013-06
RET-005333,81603,2074,2013-06-16,wrong_size,2,7821.84,UrbanVN UC-09,Streetwear,Everyday,L,white,4031.37,2954.1879360000003,2013-05-29,89003,organic_search,mobile,18,2013,6,2013-06
RET-005334,81604,1215,2013-06-17,wrong_size,2,7300.77,MekongFit UC-17,Streetwear,Everyday,XL,purple,4138.55297271872,2641.63836248636,2013-05-30,89173,organic_search,mobile,18,2013,6,2013-06
RET-005335,81622,2099,2013-06-21,wrong_size,2,9609.43,UrbanVN YY-03,GenZ,Trendy,XL,yellow,4994.564776119403,4502.100689194031,2013-05-30,117807,organic_search,mobile,22,2013,6,2013-06
RET-005337,81650,2250,2013-06-16,wrong_size,6,9072.23,VietMotion RP-47,Outdoor,Activewear,L,red,1511.37,944.455113,2013-05-31,76183,organic_search,mobile,16,2013,6,2013-06
RET-005338,81650,2251,2013-06-29,wrong_size,1,1384.23,VietMotion RP-48,Outdoor,Activewear,XL,black,1511.37,1150.605981,2013-05-31,76183,organic_search,mobile,29,2013,6,2013-06
RET-005339,81683,2384,2013-06-19,changed_mind,1,7043.56,VietMotion UC-32,Streetwear,Everyday,S,white,7792.531998777506,4305.373929324572,2013-05-29,101872,organic_search,desktop,21,2013,6,2013-06
RET-005340,81700,1430,2013-06-18,late_delivery,2,6331.22,VietMode RP-22,Outdoor,Activewear,L,red,3603.8321052631577,2923.068220578947,2013-05-29,122840,organic_search,desktop,20,2013,6,2013-06
RET-005341,81702,785,2013-06-24,changed_mind,5,3108.35,HanoiStreet RP-73,Outdoor,Activewear,M,purple,699.7209571558797,441.24403558249776,2013-06-01,125169,organic_search,desktop,23,2013,6,2013-06
RET-005342,81702,786,2013-06-19,defective,5,3028.79,HanoiStreet RP-74,Outdoor,Activewear,L,green,699.7209571558797,645.842443454877,2013-06-01,125169,organic_search,desktop,18,2013,6,2013-06
RET-005343,81717,757,2013-06-11,wrong_size,5,4121.51,HanoiStreet RP-45,Outdoor,Activewear,M,silver,890.4549377123442,566.9526588414495,2013-05-31,128333,organic_search,tablet,11,2013,6,2013-06
RET-005344,81717,758,2013-06-15,changed_mind,1,765.63,HanoiStreet RP-46,Outdoor,Activewear,L,pink,890.4549377123442,845.9321908267269,2013-05-31,128333,organic_search,tablet,15,2013,6,2013-06
RET-005346,81731,481,2013-06-21,wrong_size,1,8369.96,SaigonFlex UM-86,Streetwear,Balanced,M,black,9576.343636363636,9097.526454545456,2013-05-30,131565,direct,mobile,22,2013,6,2013-06
RET-005347,81754,669,2013-06-24,late_delivery,5,78470.91,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,16376.85,13867.91658,2013-05-31,108836,referral,mobile,24,2013,6,2013-06
RET-005348,81781,2379,2013-06-09,wrong_size,5,11560.03,VietMotion UC-27,Streetwear,Everyday,XL,yellow,2324.005436893204,2207.805165048544,2013-05-30,151359,organic_search,mobile,10,2013,6,2013-06
RET-005349,81849,1009,2013-06-11,changed_mind,1,1369.67,HanoiStreet YY-10,GenZ,Trendy,M,yellow,1383.875492256637,862.569594323562,2013-05-29,134201,organic_search,mobile,13,2013,6,2013-06
RET-005350,81856,2219,2013-06-24,wrong_size,2,3330.31,VietMotion RP-16,Outdoor,Activewear,XL,yellow,1768.2999241274658,1679.8849279210924,2013-06-01,135232,direct,desktop,23,2013,6,2013-06
RET-005351,81878,1916,2013-06-09,not_as_described,2,6170.05,UrbanVN MA-09,Casual,All-weather,S,green,3559.9503011292345,3381.9527860727726,2013-05-30,147627,direct,mobile,10,2013,6,2013-06
RET-005354,81906,2064,2013-06-12,wrong_size,2,12596.94,UrbanVN UE-24,Streetwear,Performance,S,white,6479.721271860095,5307.5396937806045,2013-06-01,153722,organic_search,tablet,11,2013,6,2013-06
RET-005355,81911,1227,2013-06-21,defective,1,3391.48,MekongFit UC-29,Streetwear,Everyday,XL,silver,3803.996185958254,3196.497995060721,2013-05-30,59999,social_media,mobile,22,2013,6,2013-06
RET-005356,81914,976,2013-06-15,changed_mind,3,9913.19,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.158343558282,3764.050426380368,2013-06-02,49170,organic_search,desktop,13,2013,6,2013-06
RET-005359,81941,2234,2013-06-22,defective,3,2321.32,VietMotion RP-31,Outdoor,Activewear,L,white,815.4618895599655,609.0684853123382,2013-06-02,42307,paid_search,tablet,20,2013,6,2013-06
RET-005360,81941,2235,2013-06-17,defective,1,759.52,VietMotion RP-32,Outdoor,Activewear,XL,purple,815.4618895599655,614.042802838654,2013-06-02,42307,paid_search,tablet,15,2013,6,2013-06
RET-005362,81969,396,2013-06-17,late_delivery,4,40113.02,SaigonFlex UM-01,Streetwear,Balanced,S,green,11028.42869470343,10091.01225565364,2013-05-30,15262,paid_search,desktop,18,2013,6,2013-06
RET-005363,81981,786,2013-06-10,not_as_described,2,1394.12,HanoiStreet RP-74,Outdoor,Activewear,L,green,699.7209571558797,645.842443454877,2013-05-30,1864,direct,mobile,11,2013,6,2013-06
RET-005364,82033,2400,2013-06-25,defective,2,1937.27,VietMotion YY-09,GenZ,Trendy,S,red,1109.2610614525138,1053.798008379888,2013-06-02,44200,paid_search,tablet,23,2013,6,2013-06
RET-005366,82118,1232,2013-06-11,wrong_size,4,15939.82,MekongFit UC-34,Streetwear,Everyday,S,orange,4566.726164383562,4338.389856164384,2013-05-30,18815,email_campaign,desktop,12,2013,6,2013-06
RET-005367,82121,760,2013-06-24,wrong_size,1,1667.57,HanoiStreet RP-48,Outdoor,Activewear,S,red,1901.46566118317,1262.5731990256247,2013-06-01,22973,email_campaign,mobile,23,2013,6,2013-06
RET-005368,82150,2234,2013-06-19,defective,2,1598.84,VietMotion RP-31,Outdoor,Activewear,L,white,815.4618895599655,609.0684853123382,2013-05-30,68837,referral,desktop,20,2013,6,2013-06
RET-005369,82150,2235,2013-06-07,wrong_size,2,1614.69,VietMotion RP-32,Outdoor,Activewear,XL,purple,815.4618895599655,614.042802838654,2013-05-30,68837,referral,desktop,8,2013,6,2013-06
RET-005370,82151,2212,2013-06-21,defective,4,3887.17,VietMotion RP-09,Outdoor,Activewear,S,orange,1075.947169481654,854.5172420023296,2013-06-01,45282,social_media,desktop,20,2013,6,2013-06
RET-005371,82151,2213,2013-06-16,defective,6,6009.94,VietMotion RP-10,Outdoor,Activewear,M,blue,1075.947169481654,753.7009922218986,2013-06-01,45282,social_media,desktop,15,2013,6,2013-06
RET-005372,82195,964,2013-06-26,wrong_size,5,17265.69,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139211137,2223.9762222529,2013-06-02,29801,email_campaign,tablet,24,2013,6,2013-06
RET-005373,82206,2332,2013-06-10,defective,5,27270.33,VietMotion UE-06,Streetwear,Performance,S,orange,5799.628950298211,4554.448614669184,2013-05-29,30451,organic_search,mobile,12,2013,6,2013-06
RET-005377,82247,2252,2013-06-21,defective,6,9342.48,VietMotion RP-49,Outdoor,Activewear,S,orange,1621.5537476099423,1087.4139431472274,2013-05-29,116918,email_campaign,mobile,23,2013,6,2013-06
RET-005378,82290,734,2013-06-25,late_delivery,1,4221.38,HanoiStreet RP-22,Outdoor,Activewear,L,white,4376.45179245283,3725.6734109150943,2013-05-31,118056,social_media,mobile,25,2013,6,2013-06
RET-005380,82355,726,2013-06-23,wrong_size,3,3945.3,HanoiStreet RP-14,Outdoor,Activewear,L,green,1341.3127118644063,1274.2470762711862,2013-05-30,93753,direct,mobile,24,2013,6,2013-06
RET-005382,82390,761,2013-06-20,not_as_described,1,1973.0,HanoiStreet RP-49,Outdoor,Activewear,M,black,2220.597146098796,2109.567288793856,2013-05-29,107273,organic_search,tablet,22,2013,6,2013-06
RET-005384,82441,715,2013-06-26,not_as_described,2,3527.29,HanoiStreet RP-03,Outdoor,Activewear,XL,purple,1855.6303211009167,1707.7365845091742,2013-05-31,152505,organic_search,mobile,26,2013,6,2013-06
RET-005385,82457,1980,2013-06-24,wrong_size,1,1719.55,UrbanVN RP-55,Outdoor,Activewear,S,red,2026.0782152974505,1593.3079085099146,2013-05-29,137753,email_campaign,tablet,26,2013,6,2013-06
RET-005386,82457,1981,2013-06-23,late_delivery,1,1715.76,UrbanVN RP-56,Outdoor,Activewear,M,black,2026.0782152974505,1031.0712037648725,2013-05-29,137753,email_campaign,tablet,25,2013,6,2013-06
RET-005387,82504,895,2013-06-09,defective,3,19275.34,HanoiStreet UE-04,Streetwear,Performance,XL,purple,7118.876024096385,4305.496219373494,2013-06-01,135352,direct,tablet,8,2013,6,2013-06
RET-005388,82512,758,2013-06-15,wrong_size,4,3466.11,HanoiStreet RP-46,Outdoor,Activewear,L,pink,890.4549377123442,845.9321908267269,2013-05-29,136487,social_media,mobile,17,2013,6,2013-06
RET-005389,82545,1862,2013-06-15,wrong_size,1,2506.5,SaigonCore YY-57,GenZ,Trendy,L,orange,2656.232068965517,1842.62818624138,2013-06-01,147867,organic_search,mobile,14,2013,6,2013-06
RET-005390,82594,445,2013-06-25,wrong_size,5,52004.22,SaigonFlex UM-50,Streetwear,Balanced,M,purple,10819.789797297297,7440.769443601352,2013-05-30,57080,social_media,mobile,26,2013,6,2013-06
RET-005392,82648,2252,2013-06-21,wrong_size,3,4720.64,VietMotion RP-49,Outdoor,Activewear,S,orange,1621.5537476099423,1087.4139431472274,2013-06-02,10777,organic_search,mobile,19,2013,6,2013-06
RET-005394,82684,1942,2013-06-18,defective,3,4179.68,UrbanVN RP-17,Outdoor,Activewear,L,orange,1481.996824817518,1407.896983576642,2013-05-31,14004,organic_search,desktop,18,2013,6,2013-06
RET-005395,82684,1943,2013-06-17,not_as_described,1,1333.92,UrbanVN RP-18,Outdoor,Activewear,XL,blue,1481.996824817518,1063.7773208540143,2013-05-31,14004,organic_search,desktop,17,2013,6,2013-06
RET-005396,82690,1990,2013-06-12,not_as_described,1,3111.81,UrbanVN RS-09,Outdoor,Premium,L,red,3180.105,2713.5835965,2013-05-30,15402,paid_search,desktop,13,2013,6,2013-06
RET-005398,82735,635,2013-06-19,late_delivery,1,10734.76,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.220588235294,9205.430477941176,2013-06-01,2600,referral,desktop,18,2013,6,2013-06
RET-005400,82764,2054,2013-06-12,wrong_size,6,38882.05,UrbanVN UE-14,Streetwear,Performance,L,white,7071.6015724815725,6718.021493857494,2013-05-31,4185,paid_search,mobile,12,2013,6,2013-06
RET-005401,82766,551,2013-06-21,wrong_size,1,9709.08,SaigonFlex UC-16,Streetwear,Everyday,XL,black,11245.40662055336,10683.136289525692,2013-06-03,4289,email_campaign,mobile,18,2013,6,2013-06
RET-005402,82784,551,2013-06-09,defective,1,10944.0,SaigonFlex UC-16,Streetwear,Everyday,XL,black,11245.40662055336,10683.136289525692,2013-05-31,43702,organic_search,desktop,9,2013,6,2013-06
RET-005403,82790,676,2013-06-14,wrong_size,2,19440.09,SaigonFlex UC-41,Streetwear,Everyday,S,green,9891.036652260638,9195.696775606715,2013-05-30,43931,organic_search,mobile,15,2013,6,2013-06
RET-005405,82806,1131,2013-06-25,wrong_size,1,5126.06,MekongFit UM-08,Streetwear,Balanced,XL,black,5230.89963671128,3135.924332208413,2013-05-30,44744,paid_search,tablet,26,2013,6,2013-06
RET-005406,82845,2074,2013-06-14,late_delivery,1,3768.43,UrbanVN UC-09,Streetwear,Everyday,L,white,4031.37,2954.1879360000003,2013-06-03,39014,social_media,tablet,11,2013,6,2013-06
RET-005409,82879,2016,2013-06-13,late_delivery,1,3571.01,UrbanVN UR-19,Streetwear,Standard,S,green,3743.541357615894,1998.676730831126,2013-05-31,61245,email_campaign,mobile,13,2013,6,2013-06
RET-005410,82890,573,2013-06-10,not_as_described,2,6782.11,SaigonFlex UC-38,Streetwear,Everyday,M,blue,3743.690322580645,2813.7576464516133,2013-06-03,60613,organic_search,mobile,7,2013,6,2013-06
RET-005411,82896,976,2013-06-24,late_delivery,1,3969.46,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.158343558282,3764.050426380368,2013-06-02,52412,social_media,desktop,22,2013,6,2013-06
RET-005412,82905,2234,2013-06-16,defective,1,750.44,VietMotion RP-31,Outdoor,Activewear,L,white,815.4618895599655,609.0684853123382,2013-06-01,62466,email_campaign,mobile,15,2013,6,2013-06
RET-005413,82905,2235,2013-06-19,late_delivery,2,1525.88,VietMotion RP-32,Outdoor,Activewear,XL,purple,815.4618895599655,614.042802838654,2013-06-01,62466,email_campaign,mobile,18,2013,6,2013-06
RET-005415,82935,1196,2013-06-28,changed_mind,2,9918.41,MekongFit UE-32,Streetwear,Performance,S,green,5291.37,2884.325787,2013-06-01,54282,organic_search,desktop,27,2013,6,2013-06
RET-005417,82964,826,2013-06-20,not_as_described,1,12656.62,HanoiStreet UM-10,Streetwear,Balanced,L,green,12730.405428472704,12093.885157049066,2013-06-01,21007,social_media,mobile,19,2013,6,2013-06
RET-005418,82998,990,2013-06-23,changed_mind,3,14519.78,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.094003466204,3895.0904670987866,2013-05-31,20558,organic_search,desktop,23,2013,6,2013-06
RET-005419,83000,989,2013-06-23,defective,2,9566.99,HanoiStreet UC-52,Streetwear,Everyday,M,yellow,5262.4712658227845,2638.603092683544,2013-06-03,18006,social_media,desktop,20,2013,6,2013-06
RET-005420,83008,2081,2013-06-29,wrong_size,1,2460.69,UrbanVN UC-16,Streetwear,Everyday,M,black,2708.37,2432.11626,2013-06-02,18647,email_campaign,desktop,27,2013,6,2013-06
RET-005421,83057,2099,2013-06-23,defective,3,14218.77,UrbanVN YY-03,GenZ,Trendy,XL,yellow,4994.564776119403,4502.100689194031,2013-06-03,72738,paid_search,mobile,20,2013,6,2013-06
RET-005422,83076,600,2013-06-19,late_delivery,3,24181.01,SaigonFlex UC-65,Streetwear,Everyday,S,red,9148.348757120662,4647.361168617297,2013-06-02,74481,social_media,tablet,17,2013,6,2013-06
RET-005423,83078,758,2013-06-20,wrong_size,5,4051.11,HanoiStreet RP-46,Outdoor,Activewear,L,pink,890.4549377123442,845.9321908267269,2013-06-03,74503,direct,desktop,17,2013,6,2013-06
RET-005424,83120,1967,2013-06-12,changed_mind,1,2690.24,UrbanVN RP-42,Outdoor,Activewear,XL,silver,2939.728361774744,2792.7419436860064,2013-05-30,45862,email_campaign,desktop,13,2013,6,2013-06
RET-005425,83126,964,2013-06-11,late_delivery,2,6909.75,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139211137,2223.9762222529,2013-05-30,69020,direct,mobile,12,2013,6,2013-06
RET-005427,83132,1000,2013-06-26,wrong_size,3,3205.46,HanoiStreet YY-01,GenZ,Trendy,S,red,1188.3481205164992,915.3845572338593,2013-06-03,46341,direct,desktop,23,2013,6,2013-06
RET-005428,83135,2254,2013-06-23,defective,6,4095.08,VietMotion RP-51,Outdoor,Activewear,L,white,715.600871757925,486.6801528825648,2013-05-31,77702,social_media,tablet,23,2013,6,2013-06
RET-005429,83135,2255,2013-06-14,wrong_size,1,654.69,VietMotion RP-52,Outdoor,Activewear,XL,purple,715.600871757925,679.8208281700287,2013-05-31,77702,social_media,tablet,14,2013,6,2013-06
RET-005430,83136,964,2013-06-16,wrong_size,3,10701.05,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139211137,2223.9762222529,2013-06-02,77708,social_media,desktop,14,2013,6,2013-06
RET-005431,83138,976,2013-06-18,wrong_size,1,3624.74,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.158343558282,3764.050426380368,2013-05-30,70220,email_campaign,mobile,19,2013,6,2013-06
RET-005432,83174,992,2013-06-08,defective,2,6623.56,HanoiStreet UC-55,Streetwear,Everyday,S,orange,3453.456099585062,2504.7917090290457,2013-05-31,28106,organic_search,desktop,8,2013,6,2013-06
RET-005433,83187,767,2013-06-12,wrong_size,4,4474.68,HanoiStreet RP-55,Outdoor,Activewear,XL,silver,1148.819768160742,585.8980817619783,2013-05-30,28937,paid_search,mobile,13,2013,6,2013-06
RET-005434,83187,768,2013-06-20,not_as_described,3,3102.45,HanoiStreet RP-56,Outdoor,Activewear,S,pink,1148.819768160742,728.9261428979906,2013-05-30,28937,paid_search,mobile,21,2013,6,2013-06
RET-005435,83198,551,2013-06-14,wrong_size,5,53149.88,SaigonFlex UC-16,Streetwear,Everyday,XL,black,11245.40662055336,10683.136289525692,2013-05-30,24147,organic_search,desktop,15,2013,6,2013-06
RET-005437,83232,2054,2013-06-28,wrong_size,2,11822.31,UrbanVN UE-14,Streetwear,Performance,L,white,7071.6015724815725,6718.021493857494,2013-06-02,35389,social_media,desktop,26,2013,6,2013-06
RET-005438,83236,964,2013-06-27,not_as_described,2,7141.47,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139211137,2223.9762222529,2013-06-03,35501,organic_search,desktop,24,2013,6,2013-06
RET-005441,83281,2284,2013-06-20,changed_mind,1,3594.56,VietMotion RS-17,Outdoor,Premium,S,white,3915.939241350563,2108.341687543143,2013-06-01,31359,organic_search,mobile,19,2013,6,2013-06
RET-005442,83295,1942,2013-06-19,not_as_described,3,4275.67,UrbanVN RP-17,Outdoor,Activewear,L,orange,1481.996824817518,1407.896983576642,2013-05-30,31957,organic_search,mobile,20,2013,6,2013-06
RET-005443,83295,1943,2013-06-15,late_delivery,2,2744.06,UrbanVN RP-18,Outdoor,Activewear,XL,blue,1481.996824817518,1063.7773208540143,2013-05-30,31957,organic_search,mobile,16,2013,6,2013-06
RET-005446,83324,726,2013-06-21,wrong_size,5,6899.86,HanoiStreet RP-14,Outdoor,Activewear,L,green,1341.3127118644063,1274.2470762711862,2013-06-01,114016,referral,mobile,20,2013,6,2013-06
RET-005447,83352,669,2013-06-22,changed_mind,4,62669.41,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,16376.85,13867.91658,2013-06-01,115316,email_campaign,desktop,21,2013,6,2013-06
RET-005448,83355,400,2013-06-20,wrong_size,2,17471.32,SaigonFlex UM-05,Streetwear,Balanced,S,red,9886.802879868348,7227.252905183763,2013-06-03,115432,direct,mobile,17,2013,6,2013-06
RET-005449,83364,604,2013-06-20,defective,1,5260.44,SaigonFlex UC-69,Streetwear,Everyday,S,white,6135.298830630299,4141.940240558514,2013-06-03,115662,social_media,mobile,17,2013,6,2013-06
RET-005450,83364,671,2013-06-25,wrong_size,1,10152.2,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.626315789474,7866.463912105264,2013-06-03,115662,social_media,mobile,22,2013,6,2013-06
RET-005451,83372,445,2013-06-16,late_delivery,5,49643.25,SaigonFlex UM-50,Streetwear,Balanced,M,purple,10819.789797297297,7440.769443601352,2013-06-03,114483,paid_search,tablet,13,2013,6,2013-06
RET-005452,83372,1808,2013-06-24,defective,1,1357.78,SaigonCore YY-03,GenZ,Trendy,S,pink,1385.37,1090.4247269999998,2013-06-03,114483,paid_search,tablet,21,2013,6,2013-06
RET-005453,83410,638,2013-06-23,changed_mind,6,68513.49,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775,2013-06-01,103243,direct,mobile,22,2013,6,2013-06
RET-005454,83424,635,2013-06-24,not_as_described,3,27453.71,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.220588235294,9205.430477941176,2013-05-31,103726,direct,desktop,24,2013,6,2013-06
RET-005455,83452,2082,2013-06-26,late_delivery,1,3909.76,UrbanVN UC-17,Streetwear,Everyday,L,orange,4066.0944094488186,3089.418532299212,2013-05-30,156831,email_campaign,desktop,27,2013,6,2013-06
RET-005457,83509,2252,2013-06-16,defective,2,2772.63,VietMotion RP-49,Outdoor,Activewear,S,orange,1621.5537476099423,1087.4139431472274,2013-05-31,47414,social_media,desktop,16,2013,6,2013-06
RET-005458,83509,2253,2013-06-19,changed_mind,6,8677.6,VietMotion RP-50,Outdoor,Activewear,M,blue,1621.5537476099423,1250.8665609063096,2013-05-31,47414,social_media,desktop,19,2013,6,2013-06
RET-005459,83514,786,2013-06-14,defective,3,1924.59,HanoiStreet RP-74,Outdoor,Activewear,L,green,699.7209571558797,645.842443454877,2013-06-01,122371,social_media,mobile,13,2013,6,2013-06
RET-005461,83587,1174,2013-06-08,not_as_described,1,6460.13,MekongFit UE-10,Streetwear,Performance,L,white,6929.37,6582.9015,2013-05-30,100582,social_media,desktop,9,2013,6,2013-06
RET-005462,83597,2071,2013-06-17,wrong_size,5,20120.79,UrbanVN UC-06,Streetwear,Everyday,XL,black,4194.771265822785,2699.7547866835444,2013-06-02,101426,email_campaign,mobile,15,2013,6,2013-06
RET-005463,83607,915,2013-06-21,wrong_size,4,26006.74,HanoiStreet UE-24,Streetwear,Performance,XL,purple,6677.37,6343.501499999999,2013-05-31,79907,paid_search,desktop,21,2013,6,2013-06
